network_type,N,<k>,seq,MDS_1,MDS_2,Diff_MDS_1,Diff_MDS_2,UMDS_0,UMDS_1,UMDS_2,average_depth,time_1,time_2
ER+BA,1000,4.9,8,144,254,111,221,365,359,317,1.1666666666666667,0.7421157360076904,0.019611358642578125
ER+BA,1000,4.9,9,144,254,110,220,364,355,317,1.148936170212766,0.7528424263000488,0.020960092544555664
ER+BA,1000,5.0,0,146,249,104,207,353,350,313,1.025,0.701101541519165,0.01695537567138672
ER+BA,1000,5.0,1,146,249,107,210,356,347,313,1.0465116279069768,0.6979634761810303,0.017472505569458008
ER+BA,1000,5.0,2,146,249,103,206,352,349,313,1.1538461538461537,0.688164472579956,0.01763010025024414
ER+BA,1000,5.0,3,146,249,100,203,349,344,313,1.0833333333333333,0.6897544860839844,0.016218185424804688
ER+BA,1000,5.0,4,146,249,111,214,360,347,313,1.0425531914893618,0.706676721572876,0.017876863479614258
ER+BA,1000,5.0,5,146,249,108,211,357,349,313,1.2045454545454546,0.678173303604126,0.020062685012817383
ER+BA,1000,5.0,6,146,249,106,209,355,350,313,1.0952380952380953,0.7020206451416016,0.016813039779663086
ER+BA,1000,5.0,7,146,249,103,206,352,348,313,1.0769230769230769,0.691234827041626,0.01733112335205078
ER+BA,1000,5.0,8,146,249,102,205,351,346,313,1.131578947368421,0.6865308284759521,0.018882036209106445
ER+BA,1000,5.0,9,146,249,108,211,357,347,313,1.0681818181818181,0.6948909759521484,0.01795506477355957
ER+BA,1000,5.1,0,122,269,96,243,365,356,319,1.173913043478261,0.7299239635467529,0.017547130584716797
ER+BA,1000,5.1,1,122,269,97,244,366,356,319,1.1702127659574468,0.7281234264373779,0.020442485809326172
ER+BA,1000,5.1,2,122,269,98,245,367,356,319,1.1666666666666667,0.7472875118255615,0.020794391632080078
ER+BA,1000,5.1,3,122,269,91,238,360,355,319,1.1951219512195121,0.739516019821167,0.01642155647277832
ER+BA,1000,5.1,4,122,269,96,243,365,355,319,1.326086956521739,0.7306787967681885,0.020265579223632812
ER+BA,1000,5.1,5,122,269,92,239,361,356,319,1.1666666666666667,0.7189524173736572,0.017779827117919922
ER+BA,1000,5.1,6,122,269,99,246,368,355,319,1.163265306122449,0.7405555248260498,0.02146291732788086
ER+BA,1000,5.1,7,122,269,96,243,365,357,319,1.173913043478261,0.7159600257873535,0.019942045211791992
ER+BA,1000,5.1,8,122,269,97,244,366,356,319,1.148936170212766,0.7442355155944824,0.019052743911743164
ER+BA,1000,5.1,9,122,269,95,242,364,356,319,1.2,0.7460815906524658,0.018599987030029297
ER+BA,1000,5.2,0,113,264,81,232,345,339,315,1.2,0.7616450786590576,0.012571573257446289
ER+BA,1000,5.2,1,113,264,78,229,342,337,315,1.1481481481481481,0.7912089824676514,0.01161646842956543
ER+BA,1000,5.2,2,113,264,77,228,341,335,315,1.2692307692307692,0.7882671356201172,0.013567924499511719
ER+BA,1000,5.2,3,113,264,82,233,346,336,315,1.1290322580645162,0.7896223068237305,0.013024568557739258
ER+BA,1000,5.2,4,113,264,81,232,345,339,315,1.1666666666666667,0.787553071975708,0.012224435806274414
ER+BA,1000,5.2,5,113,264,81,232,345,338,315,1.1666666666666667,0.7701256275177002,0.012101173400878906
ER+BA,1000,5.2,6,113,264,83,234,347,337,315,1.25,0.7631068229675293,0.01341867446899414
ER+BA,1000,5.2,7,113,264,80,231,344,336,315,1.1379310344827587,0.7645468711853027,0.011055946350097656
ER+BA,1000,5.2,8,113,264,81,232,345,337,315,1.2333333333333334,0.7740187644958496,0.013101816177368164
ER+BA,1000,5.2,9,113,264,81,232,345,338,315,1.2333333333333334,0.7606120109558105,0.013077020645141602
ER+BA,1000,5.3,0,119,225,92,198,317,311,282,1.3142857142857143,0.748469352722168,0.022547245025634766
ER+BA,1000,5.3,1,119,225,96,202,321,310,282,1.1538461538461537,0.7418975830078125,0.021646976470947266
ER+BA,1000,5.3,2,119,225,94,200,319,311,282,1.135135135135135,0.7667257785797119,0.021386146545410156
ER+BA,1000,5.3,3,119,225,95,201,320,306,282,1.105263157894737,0.7592332363128662,0.0219113826751709
ER+BA,1000,5.3,4,119,225,94,200,319,310,282,1.1891891891891893,0.7749412059783936,0.02181863784790039
ER+BA,1000,5.3,5,119,225,95,201,320,309,282,1.2105263157894737,0.7572002410888672,0.02112126350402832
ER+BA,1000,5.3,6,119,225,86,192,311,308,282,1.2758620689655173,0.762507438659668,0.01850128173828125
ER+BA,1000,5.3,7,119,225,95,201,320,311,282,1.131578947368421,0.7614405155181885,0.0245974063873291
ER+BA,1000,5.3,8,119,225,93,199,318,310,282,1.1388888888888888,0.7563192844390869,0.02218174934387207
ER+BA,1000,5.3,9,119,225,92,198,317,310,282,1.2857142857142858,0.7703173160552979,0.02100086212158203
ER+BA,1000,5.4,0,118,244,93,219,337,322,292,1.0666666666666667,0.800053596496582,0.01777482032775879
ER+BA,1000,5.4,1,118,244,90,216,334,325,292,1.0952380952380953,0.7933633327484131,0.018190383911132812
ER+BA,1000,5.4,2,118,244,87,213,331,325,292,1.0256410256410255,0.7941339015960693,0.017573833465576172
ER+BA,1000,5.4,3,118,244,87,213,331,324,292,1.0769230769230769,0.785808801651001,0.015875577926635742
ER+BA,1000,5.4,4,118,244,89,215,333,326,292,1.0731707317073171,0.7864046096801758,0.01793217658996582
ER+BA,1000,5.4,5,118,244,94,220,338,325,292,1.108695652173913,0.8039159774780273,0.020985126495361328
ER+BA,1000,5.4,6,118,244,95,221,339,327,292,1.1063829787234043,0.7895972728729248,0.018648147583007812
ER+BA,1000,5.4,7,118,244,88,214,332,327,292,1.05,0.7922332286834717,0.01719808578491211
ER+BA,1000,5.4,8,118,244,88,214,332,324,292,1.1,0.7902383804321289,0.018392562866210938
ER+BA,1000,5.4,9,118,244,91,217,335,320,292,1.1395348837209303,0.7742900848388672,0.01885676383972168
ER+BA,1000,5.5,0,92,251,66,225,317,312,298,1.1578947368421053,0.740943193435669,0.011647224426269531
ER+BA,1000,5.5,1,92,251,70,229,321,311,298,1.1304347826086956,0.736037015914917,0.01413869857788086
ER+BA,1000,5.5,2,92,251,61,220,312,312,298,1.0,0.7320461273193359,0.011203765869140625
ER+BA,1000,5.5,3,92,251,65,224,316,310,298,1.1111111111111112,0.7404394149780273,0.011786699295043945
ER+BA,1000,5.5,4,92,251,68,227,319,311,298,1.1428571428571428,0.7402169704437256,0.013106584548950195
ER+BA,1000,5.5,5,92,251,63,222,314,312,298,1.1875,0.7363779544830322,0.009897470474243164
ER+BA,1000,5.5,6,92,251,66,225,317,309,298,1.105263157894737,0.7407078742980957,0.012325763702392578
ER+BA,1000,5.5,7,92,251,67,226,318,313,298,1.15,0.7342166900634766,0.01141977310180664
ER+BA,1000,5.5,8,92,251,62,221,313,310,298,1.0666666666666667,0.7551982402801514,0.011968851089477539
ER+BA,1000,5.5,9,92,251,65,224,316,311,298,1.1111111111111112,0.7329161167144775,0.01169276237487793
ER+BA,1000,5.6,0,105,216,78,189,294,286,256,1.1842105263157894,0.861182451248169,0.017318248748779297
ER+BA,1000,5.6,1,105,216,79,190,295,288,256,1.1794871794871795,0.8572471141815186,0.017032146453857422
ER+BA,1000,5.6,2,105,216,80,191,296,287,256,1.1,0.8673436641693115,0.026830434799194336
ER+BA,1000,5.6,3,105,216,78,189,294,286,256,1.1578947368421053,0.8752741813659668,0.017658710479736328
ER+BA,1000,5.6,4,105,216,78,189,294,285,256,1.105263157894737,0.8556585311889648,0.01838517189025879
ER+BA,1000,5.6,5,105,216,82,193,298,286,256,1.2380952380952381,0.8771634101867676,0.021430253982543945
ER+BA,1000,5.6,6,105,216,77,188,293,286,256,1.1891891891891893,0.8907504081726074,0.01641249656677246
ER+BA,1000,5.6,7,105,216,76,187,292,283,256,1.1666666666666667,0.8579771518707275,0.017280101776123047
ER+BA,1000,5.6,8,105,216,79,190,295,287,256,1.1025641025641026,0.8486213684082031,0.019315719604492188
ER+BA,1000,5.6,9,105,216,79,190,295,285,256,1.2307692307692308,0.8577654361724854,0.018809795379638672
ER+BA,1000,5.7,0,95,214,78,197,292,286,271,1.0476190476190477,0.8324646949768066,0.01212930679321289
ER+BA,1000,5.7,1,95,214,77,196,291,284,271,1.15,0.850717306137085,0.011915206909179688
ER+BA,1000,5.7,2,95,214,77,196,291,285,271,1.15,0.8122982978820801,0.012277603149414062
ER+BA,1000,5.7,3,95,214,75,194,289,285,271,1.1666666666666667,0.8448107242584229,0.012063264846801758
ER+BA,1000,5.7,4,95,214,80,199,294,284,271,1.1304347826086956,0.8104166984558105,0.011245012283325195
ER+BA,1000,5.7,5,95,214,80,199,294,284,271,1.0869565217391304,0.8460125923156738,0.01336669921875
ER+BA,1000,5.7,6,95,214,79,198,293,284,271,1.1818181818181819,0.8240258693695068,0.013215780258178711
ER+BA,1000,5.7,7,95,214,74,193,288,285,271,1.0,0.830315351486206,0.01094365119934082
ER+BA,1000,5.7,8,95,214,80,199,294,285,271,1.1304347826086956,0.8071179389953613,0.012525320053100586
ER+BA,1000,5.7,9,95,214,77,196,291,285,271,1.05,0.8321337699890137,0.010860204696655273
ER+BA,1000,5.8,0,87,237,64,214,301,293,271,1.0333333333333334,0.9141385555267334,0.01410818099975586
ER+BA,1000,5.8,1,87,237,62,212,299,291,271,1.1071428571428572,0.9439382553100586,0.014269828796386719
ER+BA,1000,5.8,2,87,237,61,211,298,293,271,1.2222222222222223,0.9364204406738281,0.014628887176513672
ER+BA,1000,5.8,3,87,237,62,212,299,291,271,1.2142857142857142,0.9575150012969971,0.014755725860595703
ER+BA,1000,5.8,4,87,237,59,209,296,294,271,1.12,0.9429726600646973,0.010648250579833984
ER+BA,1000,5.8,5,87,237,58,208,295,294,271,1.1666666666666667,0.9302363395690918,0.012315034866333008
ER+BA,1000,5.8,6,87,237,60,210,297,293,271,1.2307692307692308,0.9181473255157471,0.013399362564086914
ER+BA,1000,5.8,7,87,237,65,215,302,292,271,1.096774193548387,0.9400396347045898,0.014346122741699219
ER+BA,1000,5.8,8,87,237,64,214,301,292,271,1.1333333333333333,0.9309210777282715,0.013397932052612305
ER+BA,1000,5.8,9,87,237,61,211,298,293,271,1.2592592592592593,0.9227185249328613,0.014767169952392578
ER+BA,1000,5.9,0,93,213,74,194,287,279,260,1.2222222222222223,0.784355640411377,0.01347494125366211
ER+BA,1000,5.9,1,93,213,74,194,287,278,260,1.2222222222222223,0.7658429145812988,0.013460874557495117
ER+BA,1000,5.9,2,93,213,72,192,285,282,260,1.24,0.7764496803283691,0.013322830200195312
ER+BA,1000,5.9,3,93,213,77,197,290,282,260,1.2,0.7815368175506592,0.013466358184814453
ER+BA,1000,5.9,4,93,213,76,196,289,282,260,1.1724137931034482,0.7663617134094238,0.011964559555053711
ER+BA,1000,5.9,5,93,213,75,195,288,282,260,1.1428571428571428,0.7507867813110352,0.012304067611694336
ER+BA,1000,5.9,6,93,213,76,196,289,282,260,1.1379310344827587,0.789595365524292,0.012524127960205078
ER+BA,1000,5.9,7,93,213,72,192,285,282,260,1.28,0.751079797744751,0.013650894165039062
ER+BA,1000,5.9,8,93,213,78,198,291,281,260,1.2258064516129032,0.7654561996459961,0.013244867324829102
ER+BA,1000,5.9,9,93,213,79,199,292,278,260,1.09375,0.7943627834320068,0.012481927871704102
ER+BA,1000,6.0,0,83,195,66,178,261,256,240,1.380952380952381,0.9545843601226807,0.015910625457763672
ER+BA,1000,6.0,1,83,195,67,179,262,255,240,1.2272727272727273,0.957256555557251,0.015904664993286133
ER+BA,1000,6.0,2,83,195,63,175,258,254,240,1.2222222222222223,0.9899334907531738,0.012685775756835938
ER+BA,1000,6.0,3,83,195,64,176,259,255,240,1.2105263157894737,0.9774894714355469,0.01465916633605957
ER+BA,1000,6.0,4,83,195,64,176,259,252,240,1.2105263157894737,0.9539966583251953,0.013294458389282227
ER+BA,1000,6.0,5,83,195,66,178,261,254,240,1.0476190476190477,0.963320255279541,0.012734651565551758
ER+BA,1000,6.0,6,83,195,65,177,260,254,240,1.25,0.9604697227478027,0.014338254928588867
ER+BA,1000,6.0,7,83,195,65,177,260,255,240,1.2,0.9565138816833496,0.014201879501342773
ER+BA,1000,6.0,8,83,195,69,181,264,253,240,1.25,0.9672200679779053,0.015485525131225586
ER+BA,1000,6.0,9,83,195,67,179,262,256,240,1.2272727272727273,0.9881608486175537,0.014445066452026367
ER+BA,1000,6.1,0,63,190,53,180,243,233,214,1.0689655172413792,1.0155489444732666,0.016196012496948242
ER+BA,1000,6.1,1,63,190,52,179,242,231,214,1.1071428571428572,1.0367887020111084,0.015173196792602539
ER+BA,1000,6.1,2,63,190,46,173,236,230,214,1.2727272727272727,0.9896914958953857,0.014166831970214844
ER+BA,1000,6.1,3,63,190,50,177,240,233,214,1.1153846153846154,1.0073728561401367,0.014275789260864258
ER+BA,1000,6.1,4,63,190,46,173,236,232,214,1.1818181818181819,1.0101442337036133,0.012921571731567383
ER+BA,1000,6.1,5,63,190,48,175,238,232,214,1.0833333333333333,1.0022470951080322,0.012814044952392578
ER+BA,1000,6.1,6,63,190,46,173,236,234,214,1.0909090909090908,0.9924468994140625,0.012054443359375
ER+BA,1000,6.1,7,63,190,47,174,237,232,214,1.0434782608695652,0.9790899753570557,0.013254880905151367
ER+BA,1000,6.1,8,63,190,52,179,242,231,214,1.1071428571428572,0.9941573143005371,0.01519012451171875
ER+BA,1000,6.1,9,63,190,48,175,238,231,214,1.2083333333333333,0.97731614112854,0.014050006866455078
ER+BA,1000,6.2,0,61,187,53,179,240,230,209,1.064516129032258,0.9697725772857666,0.019365787506103516
ER+BA,1000,6.2,1,61,187,49,175,236,229,209,1.0740740740740742,0.9426126480102539,0.017258405685424805
ER+BA,1000,6.2,2,61,187,50,176,237,231,209,1.0357142857142858,0.9616339206695557,0.015839338302612305
ER+BA,1000,6.2,3,61,187,49,175,236,232,209,1.0,0.9392285346984863,0.01698589324951172
ER+BA,1000,6.2,4,61,187,51,177,238,230,209,1.0,0.9615027904510498,0.01917433738708496
ER+BA,1000,6.2,5,61,187,49,175,236,230,209,1.037037037037037,0.9509215354919434,0.017012834548950195
ER+BA,1000,6.2,6,61,187,53,179,240,231,209,1.032258064516129,0.9560410976409912,0.017111539840698242
ER+BA,1000,6.2,7,61,187,44,170,231,230,209,1.0909090909090908,0.957021951675415,0.014207124710083008
ER+BA,1000,6.2,8,61,187,51,177,238,230,209,1.0344827586206897,0.9462432861328125,0.017645597457885742
ER+BA,1000,6.2,9,61,187,51,177,238,232,209,1.0689655172413792,0.9911093711853027,0.016454696655273438
ER+BA,1000,6.3,0,63,179,54,170,233,229,218,1.2666666666666666,0.9628281593322754,0.011900901794433594
ER+BA,1000,6.3,1,63,179,56,172,235,230,218,1.2941176470588236,0.9740138053894043,0.012401819229125977
ER+BA,1000,6.3,2,63,179,52,168,231,229,218,1.1538461538461537,0.9994349479675293,0.010687589645385742
ER+BA,1000,6.3,3,63,179,54,170,233,228,218,1.2666666666666666,0.9692814350128174,0.010959863662719727
ER+BA,1000,6.3,4,63,179,52,168,231,229,218,1.0769230769230769,0.9739065170288086,0.010169029235839844
ER+BA,1000,6.3,5,63,179,54,170,233,229,218,1.1333333333333333,0.9791836738586426,0.010340452194213867
ER+BA,1000,6.3,6,63,179,54,170,233,229,218,1.2666666666666666,0.9854640960693359,0.012534618377685547
ER+BA,1000,6.3,7,63,179,57,173,236,229,218,1.1111111111111112,0.9671764373779297,0.011704444885253906
ER+BA,1000,6.3,8,63,179,53,169,232,229,218,1.0714285714285714,0.9790019989013672,0.010911941528320312
ER+BA,1000,6.3,9,63,179,50,166,229,229,218,1.1818181818181819,0.9623353481292725,0.01015329360961914
ER+BA,1000,6.4,0,52,190,46,184,236,234,229,1.1428571428571428,0.9049220085144043,0.008548974990844727
ER+BA,1000,6.4,1,52,190,47,185,237,234,229,1.25,0.9262006282806396,0.00836491584777832
ER+BA,1000,6.4,2,52,190,44,182,234,232,229,1.2,0.9326069355010986,0.007306575775146484
ER+BA,1000,6.4,3,52,190,45,183,235,232,229,1.5,0.9063529968261719,0.008449554443359375
ER+BA,1000,6.4,4,52,190,46,184,236,233,229,1.1428571428571428,0.9237105846405029,0.008294105529785156
ER+BA,1000,6.4,5,52,190,46,184,236,232,229,1.1428571428571428,0.9244809150695801,0.007494688034057617
ER+BA,1000,6.4,6,52,190,47,185,237,233,229,1.375,0.9459466934204102,0.008698463439941406
ER+BA,1000,6.4,7,52,190,46,184,236,233,229,1.1428571428571428,0.9447190761566162,0.007999181747436523
ER+BA,1000,6.4,8,52,190,43,181,233,232,229,1.0,0.9370672702789307,0.007000923156738281
ER+BA,1000,6.4,9,52,190,47,185,237,233,229,1.25,0.941868782043457,0.008010625839233398
ER+BA,1000,6.5,0,49,184,42,177,226,221,213,1.3076923076923077,0.9268524646759033,0.00876474380493164
ER+BA,1000,6.5,1,49,184,43,178,227,222,213,1.2142857142857142,0.9283337593078613,0.010589599609375
ER+BA,1000,6.5,2,49,184,43,178,227,223,213,1.2142857142857142,0.9292948246002197,0.010565042495727539
ER+BA,1000,6.5,3,49,184,45,180,229,222,213,1.25,0.9092051982879639,0.011493682861328125
ER+BA,1000,6.5,4,49,184,42,177,226,222,213,1.3846153846153846,0.9311022758483887,0.010981082916259766
ER+BA,1000,6.5,5,49,184,42,177,226,222,213,1.3076923076923077,0.9258608818054199,0.01122426986694336
ER+BA,1000,6.5,6,49,184,42,177,226,221,213,1.1538461538461537,0.9292535781860352,0.010061264038085938
ER+BA,1000,6.5,7,49,184,39,174,223,222,213,1.2,0.9091999530792236,0.007891416549682617
ER+BA,1000,6.5,8,49,184,43,178,227,221,213,1.2857142857142858,0.9165947437286377,0.011555671691894531
ER+BA,1000,6.5,9,49,184,43,178,227,222,213,1.3571428571428572,0.915299654006958,0.011343955993652344
ER+BA,1000,6.6,0,54,175,46,167,221,216,207,1.2857142857142858,1.0052478313446045,0.009966611862182617
ER+BA,1000,6.6,1,54,175,47,168,222,218,207,1.3333333333333333,1.0187008380889893,0.010852336883544922
ER+BA,1000,6.6,2,54,175,46,167,221,216,207,1.0714285714285714,1.0053739547729492,0.00844573974609375
ER+BA,1000,6.6,3,54,175,47,168,222,216,207,1.0666666666666667,1.0366792678833008,0.008966684341430664
ER+BA,1000,6.6,4,54,175,46,167,221,217,207,1.2857142857142858,1.0305256843566895,0.009887456893920898
ER+BA,1000,6.6,5,54,175,45,166,220,215,207,1.2307692307692308,1.017313003540039,0.009147405624389648
ER+BA,1000,6.6,6,54,175,49,170,224,218,207,1.2941176470588236,1.038106918334961,0.011995553970336914
ER+BA,1000,6.6,7,54,175,48,169,223,216,207,1.125,1.0155861377716064,0.0108489990234375
ER+BA,1000,6.6,8,54,175,47,168,222,217,207,1.2,0.9878389835357666,0.01058197021484375
ER+BA,1000,6.6,9,54,175,48,169,223,215,207,1.125,1.0282087326049805,0.008994340896606445
ER+BA,1000,6.7,0,46,163,38,155,201,197,182,1.105263157894737,1.0828237533569336,0.01116943359375
ER+BA,1000,6.7,1,46,163,37,154,200,196,182,1.2222222222222223,1.0732121467590332,0.009196043014526367
ER+BA,1000,6.7,2,46,163,40,157,203,195,182,1.1428571428571428,1.1162464618682861,0.011743545532226562
ER+BA,1000,6.7,3,46,163,42,159,205,197,182,1.173913043478261,1.1115069389343262,0.010600090026855469
ER+BA,1000,6.7,4,46,163,37,154,200,196,182,1.2222222222222223,1.0850598812103271,0.010119199752807617
ER+BA,1000,6.7,5,46,163,37,154,200,196,182,1.0555555555555556,1.0979106426239014,0.009138107299804688
ER+BA,1000,6.7,6,46,163,37,154,200,197,182,1.1666666666666667,1.0724742412567139,0.00962686538696289
ER+BA,1000,6.7,7,46,163,38,155,201,197,182,1.105263157894737,1.0799973011016846,0.009750604629516602
ER+BA,1000,6.7,8,46,163,38,155,201,195,182,1.105263157894737,1.1017000675201416,0.010614871978759766
ER+BA,1000,6.7,9,46,163,40,157,203,196,182,1.1428571428571428,1.0644946098327637,0.010463714599609375
ER+BA,1000,6.8,0,43,161,38,156,199,195,183,1.0625,1.0226123332977295,0.015703201293945312
ER+BA,1000,6.8,1,43,161,39,157,200,195,183,1.0588235294117647,1.0218596458435059,0.018673419952392578
ER+BA,1000,6.8,2,43,161,40,158,201,196,183,1.1666666666666667,1.0010862350463867,0.0177304744720459
ER+BA,1000,6.8,3,43,161,39,157,200,197,183,1.1764705882352942,1.003162145614624,0.018706560134887695
ER+BA,1000,6.8,4,43,161,39,157,200,195,183,1.1176470588235294,1.0424730777740479,0.017377614974975586
ER+BA,1000,6.8,5,43,161,39,157,200,197,183,1.0,1.0147087574005127,0.016415834426879883
ER+BA,1000,6.8,6,43,161,42,160,203,196,183,1.05,1.0349621772766113,0.01976943016052246
ER+BA,1000,6.8,7,43,161,40,158,201,196,183,1.0555555555555556,0.9979774951934814,0.017676115036010742
ER+BA,1000,6.8,8,43,161,38,156,199,195,183,1.0625,1.009021282196045,0.0164339542388916
ER+BA,1000,6.8,9,43,161,38,156,199,195,183,1.125,1.0283994674682617,0.015610456466674805
ER+BA,1000,6.9,0,49,164,41,156,205,202,199,1.3333333333333333,1.0020835399627686,0.007804155349731445
ER+BA,1000,6.9,1,49,164,42,157,206,202,199,1.0,1.0038397312164307,0.0064623355865478516
ER+BA,1000,6.9,2,49,164,42,157,206,202,199,1.0,1.0010993480682373,0.007265567779541016
ER+BA,1000,6.9,3,49,164,42,157,206,203,199,1.1428571428571428,0.9878156185150146,0.007699728012084961
ER+BA,1000,6.9,4,49,164,39,154,203,202,199,1.0,1.0064072608947754,0.006696462631225586
ER+BA,1000,6.9,5,49,164,42,157,206,203,199,1.1428571428571428,0.9652936458587646,0.007407665252685547
ER+BA,1000,6.9,6,49,164,41,156,205,202,199,1.1666666666666667,0.990452766418457,0.006933927536010742
ER+BA,1000,6.9,7,49,164,43,158,207,203,199,1.125,0.9856071472167969,0.007856369018554688
ER+BA,1000,6.9,8,49,164,41,156,205,203,199,1.1666666666666667,0.9861533641815186,0.0067479610443115234
ER+BA,1000,6.9,9,49,164,42,157,206,202,199,1.0,0.9928176403045654,0.006269931793212891
ER+BA,1000,7.0,0,42,156,40,154,196,189,176,1.15,1.099574089050293,0.017537355422973633
ER+BA,1000,7.0,1,42,156,40,154,196,190,176,1.05,1.0564820766448975,0.017156600952148438
ER+BA,1000,7.0,2,42,156,33,147,189,189,176,1.2307692307692308,1.0846455097198486,0.011737823486328125
ER+BA,1000,7.0,3,42,156,38,152,194,190,176,1.0555555555555556,1.0775418281555176,0.01477813720703125
ER+BA,1000,7.0,4,42,156,39,153,195,191,176,1.105263157894737,1.0872776508331299,0.015275001525878906
ER+BA,1000,7.0,5,42,156,37,151,193,191,176,1.1764705882352942,1.0568222999572754,0.015194892883300781
ER+BA,1000,7.0,6,42,156,38,152,194,189,176,1.2222222222222223,1.0792758464813232,0.015166997909545898
ER+BA,1000,7.0,7,42,156,36,150,192,188,176,1.125,1.0708327293395996,0.014553070068359375
ER+BA,1000,7.0,8,42,156,38,152,194,190,176,1.1111111111111112,1.0373749732971191,0.01528620719909668
ER+BA,1000,7.0,9,42,156,38,152,194,189,176,1.0555555555555556,1.0603766441345215,0.015879392623901367
ER+BA,1000,7.1,0,42,140,32,130,172,170,161,1.1818181818181819,1.0418415069580078,0.00975656509399414
ER+BA,1000,7.1,1,42,140,34,132,174,172,161,1.4615384615384615,1.0464859008789062,0.012698173522949219
ER+BA,1000,7.1,2,42,140,35,133,175,172,161,1.3571428571428572,1.0520977973937988,0.012521743774414062
ER+BA,1000,7.1,3,42,140,38,136,178,171,161,1.1176470588235294,1.052436351776123,0.012060403823852539
ER+BA,1000,7.1,4,42,140,35,133,175,172,161,1.4285714285714286,1.065478801727295,0.013861656188964844
ER+BA,1000,7.1,5,42,140,35,133,175,172,161,1.2857142857142858,1.0469565391540527,0.011192083358764648
ER+BA,1000,7.1,6,42,140,37,135,177,172,161,1.25,1.0396709442138672,0.012167215347290039
ER+BA,1000,7.1,7,42,140,32,130,172,170,161,1.4545454545454546,1.0410642623901367,0.011397123336791992
ER+BA,1000,7.1,8,42,140,37,135,177,173,161,1.0625,1.0711638927459717,0.010774850845336914
ER+BA,1000,7.1,9,42,140,33,131,173,171,161,1.5833333333333333,1.0582621097564697,0.012185096740722656
ER+BA,1000,7.2,0,39,150,35,146,185,178,167,1.0555555555555556,1.0361661911010742,0.015216588973999023
ER+BA,1000,7.2,1,39,150,34,145,184,180,167,1.0588235294117647,1.0579111576080322,0.014685869216918945
ER+BA,1000,7.2,2,39,150,34,145,184,180,167,1.0588235294117647,1.0700163841247559,0.014652252197265625
ER+BA,1000,7.2,3,39,150,36,147,186,179,167,1.0526315789473684,1.0561833381652832,0.016196489334106445
ER+BA,1000,7.2,4,39,150,33,144,183,180,167,1.0625,1.064809799194336,0.013506174087524414
ER+BA,1000,7.2,5,39,150,35,146,185,179,167,1.1666666666666667,1.0913903713226318,0.014757156372070312
ER+BA,1000,7.2,6,39,150,34,145,184,181,167,1.0588235294117647,1.0799753665924072,0.013255119323730469
ER+BA,1000,7.2,7,39,150,33,144,183,180,167,1.0,1.0836682319641113,0.013877630233764648
ER+BA,1000,7.2,8,39,150,31,142,181,179,167,1.0,1.0708341598510742,0.01263880729675293
ER+BA,1000,7.2,9,39,150,34,145,184,180,167,1.0,1.044731616973877,0.013012886047363281
ER+BA,1000,7.3,0,32,152,29,149,181,177,171,1.2,0.9495038986206055,0.007512331008911133
ER+BA,1000,7.3,1,32,152,28,148,180,177,171,1.3333333333333333,0.9374139308929443,0.008067131042480469
ER+BA,1000,7.3,2,32,152,28,148,180,176,171,1.3333333333333333,0.9285891056060791,0.007838249206542969
ER+BA,1000,7.3,3,32,152,30,150,182,177,171,1.3636363636363635,0.9449217319488525,0.00802159309387207
ER+BA,1000,7.3,4,32,152,30,150,182,176,171,1.0909090909090908,0.9643306732177734,0.008884191513061523
ER+BA,1000,7.3,5,32,152,29,149,181,177,171,1.3,0.9228098392486572,0.007336616516113281
ER+BA,1000,7.3,6,32,152,30,150,182,178,171,1.2727272727272727,0.9395685195922852,0.00896763801574707
ER+BA,1000,7.3,7,32,152,26,146,178,176,171,1.1428571428571428,0.9305064678192139,0.0072247982025146484
ER+BA,1000,7.3,8,32,152,28,148,180,177,171,1.0,0.9329025745391846,0.007003307342529297
ER+BA,1000,7.3,9,32,152,28,148,180,177,171,1.3333333333333333,0.9539248943328857,0.008429527282714844
ER+BA,1000,7.4,0,46,117,38,109,155,152,142,1.0769230769230769,1.076291561126709,0.015080690383911133
ER+BA,1000,7.4,1,46,117,39,110,156,153,142,1.0714285714285714,1.0849130153656006,0.017364978790283203
ER+BA,1000,7.4,2,46,117,39,110,156,152,142,1.0,1.121840476989746,0.01540827751159668
ER+BA,1000,7.4,3,46,117,43,114,160,153,142,1.0,1.100477695465088,0.017451047897338867
ER+BA,1000,7.4,4,46,117,41,112,158,153,142,1.0,1.1058008670806885,0.01903390884399414
ER+BA,1000,7.4,5,46,117,38,109,155,153,142,1.0,1.0775768756866455,0.017001628875732422
ER+BA,1000,7.4,6,46,117,41,112,158,153,142,1.0,1.08561110496521,0.018138408660888672
ER+BA,1000,7.4,7,46,117,40,111,157,153,142,1.0666666666666667,1.073796272277832,0.014242410659790039
ER+BA,1000,7.4,8,46,117,40,111,157,154,142,1.0666666666666667,1.0721783638000488,0.016820907592773438
ER+BA,1000,7.4,9,46,117,39,110,156,153,142,1.0,1.0578465461730957,0.017050504684448242
ER+BA,1000,7.5,0,29,130,24,125,154,152,149,1.2,1.183593511581421,0.007365703582763672
ER+BA,1000,7.5,1,29,130,22,123,152,151,149,1.3333333333333333,1.1757128238677979,0.007334709167480469
ER+BA,1000,7.5,2,29,130,23,124,153,151,149,1.25,1.1505379676818848,0.008420944213867188
