network_type,N,<k>,seq,MDS_1,MDS_2,Diff_MDS_1,Diff_MDS_2,UMDS_0,UMDS_1,UMDS_2,average_depth,time_1,time_2
ER+ER,1000,8.5,7,13,19,12,18,31,31,29,1.0,1.1909000873565674,0.0072956085205078125
ER+ER,1000,8.5,8,13,19,12,18,31,31,29,1.0,1.2098329067230225,0.0072557926177978516
ER+ER,1000,8.5,9,13,19,12,18,31,30,29,1.0,1.2171103954315186,0.00724029541015625
ER+ER,1000,8.6,0,13,18,13,18,31,31,31,0,0.9790611267089844,0.00786900520324707
ER+ER,1000,8.6,1,13,18,13,18,31,31,31,0,0.9787483215332031,0.008296012878417969
ER+ER,1000,8.6,2,13,18,13,18,31,31,31,0,0.9654192924499512,0.0078012943267822266
ER+ER,1000,8.6,3,13,18,13,18,31,31,31,0,0.9762866497039795,0.007814168930053711
ER+ER,1000,8.6,4,13,18,13,18,31,31,31,0,0.9645686149597168,0.007922172546386719
ER+ER,1000,8.6,5,13,18,13,18,31,31,31,0,0.9764063358306885,0.008278608322143555
ER+ER,1000,8.6,6,13,18,13,18,31,31,31,0,0.9839258193969727,0.007822751998901367
ER+ER,1000,8.6,7,13,18,13,18,31,31,31,0,0.9843640327453613,0.007746458053588867
ER+ER,1000,8.6,8,13,18,13,18,31,31,31,0,0.9704453945159912,0.007752656936645508
ER+ER,1000,8.6,9,13,18,13,18,31,31,31,0,0.9743742942810059,0.008323192596435547
ER+ER,1000,8.7,0,14,19,13,18,32,32,25,1.2857142857142858,1.2116665840148926,0.026507139205932617
ER+ER,1000,8.7,1,14,19,14,19,33,31,25,1.125,1.2345566749572754,0.020956039428710938
ER+ER,1000,8.7,2,14,19,14,19,33,31,25,1.25,1.2089431285858154,0.02740025520324707
ER+ER,1000,8.7,3,14,19,14,19,33,32,25,1.25,1.2234840393066406,0.027468204498291016
ER+ER,1000,8.7,4,14,19,14,19,33,32,25,1.125,1.196268081665039,0.022264957427978516
ER+ER,1000,8.7,5,14,19,14,19,33,32,25,1.0,1.197033405303955,0.0170135498046875
ER+ER,1000,8.7,6,14,19,13,18,32,32,25,1.1428571428571428,1.1912684440612793,0.021143436431884766
ER+ER,1000,8.7,7,14,19,14,19,33,32,25,1.125,1.2059803009033203,0.02252483367919922
ER+ER,1000,8.7,8,14,19,14,19,33,32,25,1.125,1.1882555484771729,0.0261993408203125
ER+ER,1000,8.7,9,14,19,14,19,33,32,25,1.0,1.217635154724121,0.017095088958740234
ER+ER,1000,8.8,0,21,17,21,17,38,38,38,0,1.117117166519165,0.011699199676513672
ER+ER,1000,8.8,1,21,17,21,17,38,38,38,0,1.1118271350860596,0.011583089828491211
ER+ER,1000,8.8,2,21,17,21,17,38,38,38,0,1.1693222522735596,0.011639118194580078
ER+ER,1000,8.8,3,21,17,21,17,38,38,38,0,1.1502313613891602,0.011654376983642578
ER+ER,1000,8.8,4,21,17,21,17,38,38,38,0,1.1384363174438477,0.011726617813110352
ER+ER,1000,8.8,5,21,17,21,17,38,38,38,0,1.137190818786621,0.011759281158447266
ER+ER,1000,8.8,6,21,17,21,17,38,38,38,0,1.1537072658538818,0.011551141738891602
ER+ER,1000,8.8,7,21,17,21,17,38,38,38,0,1.131422519683838,0.011667728424072266
ER+ER,1000,8.8,8,21,17,21,17,38,38,38,0,1.1249375343322754,0.011710882186889648
ER+ER,1000,8.8,9,21,17,21,17,38,38,38,0,1.1368708610534668,0.011652231216430664
ER+ER,1000,8.9,0,17,17,17,17,34,34,34,0,1.088700294494629,0.012075662612915039
ER+ER,1000,8.9,1,17,17,17,17,34,34,34,0,1.0980439186096191,0.011751413345336914
ER+ER,1000,8.9,2,17,17,17,17,34,34,34,0,1.1072890758514404,0.011982917785644531
ER+ER,1000,8.9,3,17,17,17,17,34,34,34,0,1.0979688167572021,0.011919975280761719
ER+ER,1000,8.9,4,17,17,17,17,34,34,34,0,1.0993268489837646,0.011857271194458008
ER+ER,1000,8.9,5,17,17,17,17,34,34,34,0,1.1193914413452148,0.011751174926757812
ER+ER,1000,8.9,6,17,17,17,17,34,34,34,0,1.0762298107147217,0.011856794357299805
ER+ER,1000,8.9,7,17,17,17,17,34,34,34,0,1.0976181030273438,0.011807680130004883
ER+ER,1000,8.9,8,17,17,17,17,34,34,34,0,1.106292724609375,0.011774539947509766
ER+ER,1000,8.9,9,17,17,17,17,34,34,34,0,1.1039390563964844,0.011850118637084961
ER+ER,1000,9.0,0,16,15,16,15,31,31,31,0,1.328338623046875,0.009458780288696289
ER+ER,1000,9.0,1,16,15,16,15,31,31,31,0,1.2457547187805176,0.009513378143310547
ER+ER,1000,9.0,2,16,15,16,15,31,31,31,0,1.231684684753418,0.009572982788085938
ER+ER,1000,9.0,3,16,15,16,15,31,31,31,0,1.2244205474853516,0.009651899337768555
ER+ER,1000,9.0,4,16,15,16,15,31,31,31,0,1.2318458557128906,0.009474039077758789
ER+ER,1000,9.0,5,16,15,16,15,31,31,31,0,1.223454236984253,0.00950932502746582
ER+ER,1000,9.0,6,16,15,16,15,31,31,31,0,1.2504699230194092,0.009482145309448242
ER+ER,1000,9.0,7,16,15,16,15,31,31,31,0,1.2383437156677246,0.009597063064575195
ER+ER,1000,9.0,8,16,15,16,15,31,31,31,0,1.2334954738616943,0.009510993957519531
ER+ER,1000,9.0,9,16,15,16,15,31,31,31,0,1.2392427921295166,0.00954127311706543
ER+ER,1000,9.1,0,13,14,13,14,27,26,25,1.0,1.2036666870117188,0.01053166389465332
ER+ER,1000,9.1,1,13,14,13,14,27,26,25,1.0,1.2259132862091064,0.010536670684814453
ER+ER,1000,9.1,2,13,14,13,14,27,26,25,1.0,1.217890739440918,0.010595083236694336
ER+ER,1000,9.1,3,13,14,13,14,27,27,25,1.0,1.194580316543579,0.010499000549316406
ER+ER,1000,9.1,4,13,14,13,14,27,26,25,1.0,1.1696112155914307,0.01047062873840332
ER+ER,1000,9.1,5,13,14,13,14,27,26,25,1.0,1.2301225662231445,0.010552644729614258
ER+ER,1000,9.1,6,13,14,13,14,27,26,25,1.0,1.3075189590454102,0.010609865188598633
ER+ER,1000,9.1,7,13,14,13,14,27,27,25,1.0,1.1779208183288574,0.010624885559082031
ER+ER,1000,9.1,8,13,14,13,14,27,26,25,1.0,1.220914363861084,0.010643482208251953
ER+ER,1000,9.1,9,13,14,13,14,27,26,25,1.0,1.219634771347046,0.010614633560180664
ER+ER,1000,9.2,0,9,14,9,14,23,23,22,1.0,1.2045278549194336,0.005984067916870117
ER+ER,1000,9.2,1,9,14,9,14,23,23,22,1.0,1.1903746128082275,0.0060083866119384766
ER+ER,1000,9.2,2,9,14,9,14,23,23,22,1.0,1.1942272186279297,0.006239891052246094
ER+ER,1000,9.2,3,9,14,9,14,23,23,22,1.0,1.1982038021087646,0.00593256950378418
ER+ER,1000,9.2,4,9,14,9,14,23,23,22,1.0,1.199913501739502,0.005987882614135742
ER+ER,1000,9.2,5,9,14,9,14,23,23,22,1.0,1.2136423587799072,0.005980968475341797
ER+ER,1000,9.2,6,9,14,9,14,23,23,22,1.0,1.1900646686553955,0.005979299545288086
ER+ER,1000,9.2,7,9,14,9,14,23,23,22,1.0,1.24159574508667,0.0060024261474609375
ER+ER,1000,9.2,8,9,14,9,14,23,23,22,1.0,1.192903757095337,0.006083488464355469
ER+ER,1000,9.2,9,9,14,9,14,23,23,22,1.0,1.1967883110046387,0.006044626235961914
ER+ER,1000,9.3,0,17,11,17,11,28,27,21,1.1428571428571428,1.2969849109649658,0.018675804138183594
ER+ER,1000,9.3,1,17,11,17,11,28,27,21,1.1428571428571428,1.2780051231384277,0.017842531204223633
ER+ER,1000,9.3,2,17,11,17,11,28,27,21,1.1428571428571428,1.2994358539581299,0.017861127853393555
ER+ER,1000,9.3,3,17,11,17,11,28,27,21,1.1428571428571428,1.2991032600402832,0.018735408782958984
ER+ER,1000,9.3,4,17,11,17,11,28,28,21,1.0,1.2677617073059082,0.017407894134521484
ER+ER,1000,9.3,5,17,11,17,11,28,27,21,1.0,1.2917721271514893,0.01762700080871582
ER+ER,1000,9.3,6,17,11,17,11,28,28,21,1.0,1.2771759033203125,0.01762700080871582
ER+ER,1000,9.3,7,17,11,17,11,28,28,21,1.1428571428571428,1.2857820987701416,0.01795196533203125
ER+ER,1000,9.3,8,17,11,17,11,28,27,21,1.0,1.3098723888397217,0.017549991607666016
ER+ER,1000,9.3,9,17,11,17,11,28,28,21,1.0,1.2651679515838623,0.018002986907958984
ER+ER,1000,9.4,0,7,15,7,15,22,22,22,0,1.0800433158874512,0.0037271976470947266
ER+ER,1000,9.4,1,7,15,7,15,22,22,22,0,1.1046998500823975,0.0038480758666992188
ER+ER,1000,9.4,2,7,15,7,15,22,22,22,0,1.1021595001220703,0.0037603378295898438
ER+ER,1000,9.4,3,7,15,7,15,22,22,22,0,1.1198413372039795,0.003743886947631836
ER+ER,1000,9.4,4,7,15,7,15,22,22,22,0,1.1065237522125244,0.003774881362915039
ER+ER,1000,9.4,5,7,15,7,15,22,22,22,0,1.1083767414093018,0.0037691593170166016
ER+ER,1000,9.4,6,7,15,7,15,22,22,22,0,1.1055891513824463,0.0037424564361572266
ER+ER,1000,9.4,7,7,15,7,15,22,22,22,0,1.1052978038787842,0.0037467479705810547
ER+ER,1000,9.4,8,7,15,7,15,22,22,22,0,1.0993843078613281,0.003748178482055664
ER+ER,1000,9.4,9,7,15,7,15,22,22,22,0,1.125091314315796,0.003755331039428711
ER+ER,1000,9.5,0,9,8,9,8,17,17,16,1.0,1.1728909015655518,0.006158590316772461
ER+ER,1000,9.5,1,9,8,9,8,17,17,16,1.0,1.183974027633667,0.00634002685546875
ER+ER,1000,9.5,2,9,8,9,8,17,17,16,1.0,1.1756651401519775,0.00608372688293457
ER+ER,1000,9.5,3,9,8,9,8,17,17,16,1.0,1.1940948963165283,0.006115436553955078
ER+ER,1000,9.5,4,9,8,9,8,17,17,16,1.0,1.15665864944458,0.006048917770385742
ER+ER,1000,9.5,5,9,8,9,8,17,17,16,1.0,1.144906759262085,0.00609588623046875
ER+ER,1000,9.5,6,9,8,9,8,17,17,16,1.0,1.1397080421447754,0.006108283996582031
ER+ER,1000,9.5,7,9,8,9,8,17,17,16,1.0,1.1691949367523193,0.006180763244628906
ER+ER,1000,9.5,8,9,8,9,8,17,17,16,1.0,1.1569886207580566,0.006141185760498047
ER+ER,1000,9.5,9,9,8,9,8,17,17,16,1.0,1.1733317375183105,0.006124019622802734
ER+ER,1000,9.6,0,5,11,5,11,16,16,16,0,1.1666195392608643,0.0030930042266845703
ER+ER,1000,9.6,1,5,11,5,11,16,16,16,0,1.1702706813812256,0.0030775070190429688
ER+ER,1000,9.6,2,5,11,5,11,16,16,16,0,1.1664888858795166,0.0030624866485595703
ER+ER,1000,9.6,3,5,11,5,11,16,16,16,0,1.2195329666137695,0.0030999183654785156
ER+ER,1000,9.6,4,5,11,5,11,16,16,16,0,1.220017433166504,0.003128528594970703
ER+ER,1000,9.6,5,5,11,5,11,16,16,16,0,1.2197799682617188,0.0031156539916992188
ER+ER,1000,9.6,6,5,11,5,11,16,16,16,0,1.1533095836639404,0.0030715465545654297
ER+ER,1000,9.6,7,5,11,5,11,16,16,16,0,1.1785681247711182,0.003094196319580078
ER+ER,1000,9.6,8,5,11,5,11,16,16,16,0,1.2008917331695557,0.003108501434326172
ER+ER,1000,9.6,9,5,11,5,11,16,16,16,0,1.1796677112579346,0.0030546188354492188
ER+ER,1000,9.7,0,9,10,9,10,19,18,10,1.0,1.3042786121368408,0.01090860366821289
ER+ER,1000,9.7,1,9,10,9,10,19,18,10,1.1111111111111112,1.2947032451629639,0.012023448944091797
ER+ER,1000,9.7,2,9,10,9,10,19,17,10,1.0,1.2655649185180664,0.010892152786254883
ER+ER,1000,9.7,3,9,10,8,9,18,18,10,1.0,1.241506814956665,0.00975346565246582
ER+ER,1000,9.7,4,9,10,8,9,18,17,10,1.0,1.3136928081512451,0.00999760627746582
ER+ER,1000,9.7,5,9,10,8,9,18,17,10,1.0,1.2609758377075195,0.00980520248413086
ER+ER,1000,9.7,6,9,10,8,9,18,17,10,1.125,1.2941672801971436,0.010965824127197266
ER+ER,1000,9.7,7,9,10,9,10,19,17,10,1.0,1.27736234664917,0.01109170913696289
ER+ER,1000,9.7,8,9,10,9,10,19,17,10,1.0,1.2755322456359863,0.01094818115234375
ER+ER,1000,9.7,9,9,10,9,10,19,16,10,1.0,1.2456283569335938,0.010821342468261719
ER+ER,1000,9.8,0,12,11,12,11,23,21,12,1.1818181818181819,1.2179112434387207,0.014729976654052734
ER+ER,1000,9.8,1,12,11,12,11,23,21,12,1.1818181818181819,1.1808924674987793,0.014993906021118164
ER+ER,1000,9.8,2,12,11,12,11,23,22,12,1.1818181818181819,1.198288917541504,0.015247106552124023
ER+ER,1000,9.8,3,12,11,12,11,23,22,12,1.0909090909090908,1.2162914276123047,0.013505935668945312
ER+ER,1000,9.8,4,12,11,12,11,23,22,12,1.0909090909090908,1.215564250946045,0.01364588737487793
ER+ER,1000,9.8,5,12,11,12,11,23,21,12,1.2727272727272727,1.2288551330566406,0.016473770141601562
ER+ER,1000,9.8,6,12,11,12,11,23,22,12,1.1818181818181819,1.2493019104003906,0.015252828598022461
ER+ER,1000,9.8,7,12,11,12,11,23,22,12,1.1818181818181819,1.240234136581421,0.014997005462646484
ER+ER,1000,9.8,8,12,11,12,11,23,22,12,1.0909090909090908,1.253495693206787,0.01382756233215332
ER+ER,1000,9.8,9,12,11,12,11,23,22,12,1.0909090909090908,1.2159831523895264,0.01367497444152832
ER+ER,1000,9.9,0,10,9,10,9,19,19,16,1.0,1.1760151386260986,0.009222030639648438
ER+ER,1000,9.9,1,10,9,10,9,19,19,16,1.0,1.200868844985962,0.009168386459350586
ER+ER,1000,9.9,2,10,9,10,9,19,19,16,1.0,1.165729284286499,0.009025335311889648
ER+ER,1000,9.9,3,10,9,10,9,19,19,16,1.0,1.1957435607910156,0.009106636047363281
ER+ER,1000,9.9,4,10,9,10,9,19,19,16,1.0,1.1892714500427246,0.009291887283325195
ER+ER,1000,9.9,5,10,9,10,9,19,19,16,1.0,1.1740679740905762,0.009123802185058594
ER+ER,1000,9.9,6,10,9,10,9,19,19,16,1.0,1.1749413013458252,0.009229898452758789
ER+ER,1000,9.9,7,10,9,10,9,19,19,16,1.0,1.1903901100158691,0.009128570556640625
ER+ER,1000,9.9,8,10,9,10,9,19,19,16,1.0,1.180079698562622,0.009146690368652344
ER+ER,1000,9.9,9,10,9,10,9,19,19,16,1.0,1.2018678188323975,0.009105920791625977
ER+ER,1000,10.0,0,6,10,6,10,16,16,14,1.0,1.2377164363861084,0.005895137786865234
ER+ER,1000,10.0,1,6,10,6,10,16,16,14,1.0,1.2017943859100342,0.0059697628021240234
ER+ER,1000,10.0,2,6,10,6,10,16,16,14,1.0,1.2034971714019775,0.005863666534423828
ER+ER,1000,10.0,3,6,10,6,10,16,16,14,1.0,1.205533742904663,0.00584864616394043
ER+ER,1000,10.0,4,6,10,6,10,16,16,14,1.0,1.2072641849517822,0.005896806716918945
ER+ER,1000,10.0,5,6,10,6,10,16,16,14,1.0,1.2384469509124756,0.005913496017456055
ER+ER,1000,10.0,6,6,10,6,10,16,16,14,1.0,1.2067310810089111,0.00592350959777832
ER+ER,1000,10.0,7,6,10,6,10,16,16,14,1.0,1.2021236419677734,0.005944490432739258
ER+ER,1000,10.0,8,6,10,6,10,16,16,14,1.0,1.2034556865692139,0.006020545959472656
ER+ER,1000,10.0,9,6,10,6,10,16,16,14,1.0,1.2262635231018066,0.005947589874267578
BA+BA,1000,2.0,0,543,537,231,225,768,765,723,1.2,0.45261454582214355,0.03194618225097656
BA+BA,1000,2.0,1,543,537,240,234,777,763,723,1.2037037037037037,0.45116114616394043,0.03332662582397461
BA+BA,1000,2.0,2,543,537,240,234,777,760,723,1.2222222222222223,0.44115781784057617,0.03313112258911133
BA+BA,1000,2.0,3,543,537,242,236,779,758,723,1.1607142857142858,0.46208882331848145,0.0335237979888916
BA+BA,1000,2.0,4,543,537,235,229,772,762,723,1.1428571428571428,0.46070241928100586,0.03085803985595703
BA+BA,1000,2.0,5,543,537,234,228,771,762,723,1.1875,0.45119166374206543,0.030961990356445312
BA+BA,1000,2.0,6,543,537,242,236,779,763,723,1.125,0.44859743118286133,0.03248429298400879
BA+BA,1000,2.0,7,543,537,231,225,768,761,723,1.1555555555555554,0.44846105575561523,0.030772924423217773
BA+BA,1000,2.0,8,543,537,242,236,779,758,723,1.2857142857142858,0.44342827796936035,0.034073591232299805
BA+BA,1000,2.0,9,543,537,239,233,776,760,723,1.1132075471698113,0.4565584659576416,0.031989336013793945
BA+BA,1000,2.1,0,519,519,222,222,741,733,691,1.18,0.4845118522644043,0.03407907485961914
BA+BA,1000,2.1,1,519,519,226,226,745,735,691,1.2777777777777777,0.4801456928253174,0.03851819038391113
BA+BA,1000,2.1,2,519,519,226,226,745,732,691,1.3148148148148149,0.4815211296081543,0.037139892578125
BA+BA,1000,2.1,3,519,519,213,213,732,734,691,1.3902439024390243,0.46299314498901367,0.03557896614074707
BA+BA,1000,2.1,4,519,519,218,218,737,735,691,1.2173913043478262,0.4846644401550293,0.03560972213745117
BA+BA,1000,2.1,5,519,519,222,222,741,730,691,1.26,0.4754631519317627,0.03668642044067383
BA+BA,1000,2.1,6,519,519,224,224,743,733,691,1.1730769230769231,0.47813892364501953,0.03532814979553223
BA+BA,1000,2.1,7,519,519,223,223,742,732,691,1.196078431372549,0.46784281730651855,0.03560757637023926
BA+BA,1000,2.1,8,519,519,227,227,746,733,691,1.2,0.4646620750427246,0.0364079475402832
BA+BA,1000,2.1,9,519,519,229,229,748,733,691,1.1578947368421053,0.4776172637939453,0.03695201873779297
BA+BA,1000,2.2,0,514,495,252,233,747,731,689,1.0862068965517242,0.49175548553466797,0.036141395568847656
BA+BA,1000,2.2,1,514,495,248,229,743,735,689,1.1296296296296295,0.47754335403442383,0.03535890579223633
BA+BA,1000,2.2,2,514,495,245,226,740,726,689,1.1372549019607843,0.48242664337158203,0.035507917404174805
BA+BA,1000,2.2,3,514,495,247,228,742,732,689,1.1132075471698113,0.476947546005249,0.03520393371582031
BA+BA,1000,2.2,4,514,495,252,233,747,733,689,1.1724137931034482,0.4582655429840088,0.0373075008392334
BA+BA,1000,2.2,5,514,495,250,231,745,731,689,1.1785714285714286,0.4830591678619385,0.037543535232543945
BA+BA,1000,2.2,6,514,495,249,230,744,733,689,1.1818181818181819,0.47720932960510254,0.036472320556640625
BA+BA,1000,2.2,7,514,495,250,231,745,733,689,1.0178571428571428,0.4706227779388428,0.03503012657165527
BA+BA,1000,2.2,8,514,495,251,232,746,733,689,1.1754385964912282,0.4784963130950928,0.03716540336608887
BA+BA,1000,2.2,9,514,495,247,228,742,734,689,1.169811320754717,0.4651813507080078,0.03630208969116211
BA+BA,1000,2.3,0,496,489,227,220,716,704,658,1.103448275862069,0.4895479679107666,0.03303170204162598
BA+BA,1000,2.3,1,496,489,227,220,716,703,658,1.1379310344827587,0.49921369552612305,0.03331589698791504
BA+BA,1000,2.3,2,496,489,233,226,722,700,658,1.140625,0.4862816333770752,0.03570437431335449
BA+BA,1000,2.3,3,496,489,230,223,719,703,658,1.1475409836065573,0.476409912109375,0.033612728118896484
BA+BA,1000,2.3,4,496,489,231,224,720,706,658,1.1612903225806452,0.49121809005737305,0.03515505790710449
BA+BA,1000,2.3,5,496,489,230,223,719,702,658,1.2131147540983607,0.4981675148010254,0.03516244888305664
BA+BA,1000,2.3,6,496,489,230,223,719,702,658,1.098360655737705,0.4967648983001709,0.033409833908081055
BA+BA,1000,2.3,7,496,489,219,212,708,704,658,1.14,0.5022673606872559,0.032928466796875
BA+BA,1000,2.3,8,496,489,223,216,712,703,658,1.0925925925925926,0.4958062171936035,0.0323328971862793
BA+BA,1000,2.3,9,496,489,228,221,717,704,658,1.1694915254237288,0.4865853786468506,0.03416109085083008
BA+BA,1000,2.4,0,493,483,235,225,718,707,663,1.1454545454545455,0.49279046058654785,0.03567099571228027
BA+BA,1000,2.4,1,493,483,236,226,719,707,663,1.1071428571428572,0.49251294136047363,0.035808563232421875
BA+BA,1000,2.4,2,493,483,233,223,716,702,663,1.0754716981132075,0.4945201873779297,0.03388810157775879
BA+BA,1000,2.4,3,493,483,245,235,728,706,663,1.0923076923076922,0.48799967765808105,0.036815643310546875
BA+BA,1000,2.4,4,493,483,230,220,713,704,663,1.14,0.48928380012512207,0.03373575210571289
BA+BA,1000,2.4,5,493,483,247,237,730,707,663,1.1343283582089552,0.48300862312316895,0.03798413276672363
BA+BA,1000,2.4,6,493,483,237,227,720,707,663,1.105263157894737,0.4871551990509033,0.03576922416687012
BA+BA,1000,2.4,7,493,483,235,225,718,707,663,1.0545454545454545,0.49102163314819336,0.03488492965698242
BA+BA,1000,2.4,8,493,483,239,229,722,708,663,1.11864406779661,0.48916196823120117,0.036176204681396484
BA+BA,1000,2.4,9,493,483,238,228,721,708,663,1.0862068965517242,0.481304407119751,0.03636956214904785
BA+BA,1000,2.5,0,478,469,226,217,695,683,629,1.2424242424242424,0.49439144134521484,0.034173011779785156
BA+BA,1000,2.5,1,478,469,232,223,701,686,629,1.2083333333333333,0.4998612403869629,0.03554105758666992
BA+BA,1000,2.5,2,478,469,231,222,700,685,629,1.1690140845070423,0.501422643661499,0.03424215316772461
BA+BA,1000,2.5,3,478,469,218,209,687,686,629,1.1896551724137931,0.4966154098510742,0.03235459327697754
BA+BA,1000,2.5,4,478,469,228,219,697,684,629,1.1911764705882353,0.49523448944091797,0.034799814224243164
BA+BA,1000,2.5,5,478,469,229,220,698,686,629,1.1594202898550725,0.492234468460083,0.034139156341552734
BA+BA,1000,2.5,6,478,469,229,220,698,683,629,1.1304347826086956,0.5089893341064453,0.033567190170288086
BA+BA,1000,2.5,7,478,469,231,222,700,678,629,1.2112676056338028,0.4846217632293701,0.0345311164855957
BA+BA,1000,2.5,8,478,469,231,222,700,688,629,1.267605633802817,0.48955345153808594,0.035347700119018555
BA+BA,1000,2.5,9,478,469,228,219,697,683,629,1.1176470588235294,0.5035169124603271,0.03333473205566406
BA+BA,1000,2.6,0,462,454,237,229,691,673,629,1.1612903225806452,0.4947245121002197,0.03455233573913574
BA+BA,1000,2.6,1,462,454,240,232,694,675,629,1.2,0.49063897132873535,0.035715341567993164
BA+BA,1000,2.6,2,462,454,226,218,680,673,629,1.196078431372549,0.48409366607666016,0.032804012298583984
BA+BA,1000,2.6,3,462,454,232,224,686,675,629,1.1403508771929824,0.5023379325866699,0.03345036506652832
BA+BA,1000,2.6,4,462,454,232,224,686,675,629,1.1403508771929824,0.48986124992370605,0.03320670127868652
BA+BA,1000,2.6,5,462,454,227,219,681,677,629,1.2307692307692308,0.4867260456085205,0.03329896926879883
BA+BA,1000,2.6,6,462,454,227,219,681,680,629,1.25,0.4870460033416748,0.0338597297668457
BA+BA,1000,2.6,7,462,454,234,226,688,675,629,1.2203389830508475,0.49408507347106934,0.0349421501159668
BA+BA,1000,2.6,8,462,454,234,226,688,678,629,1.2372881355932204,0.4898526668548584,0.03410696983337402
BA+BA,1000,2.6,9,462,454,236,228,690,676,629,1.2459016393442623,0.5026638507843018,0.03602290153503418
BA+BA,1000,2.7,0,463,466,226,229,692,677,633,1.11864406779661,0.507265567779541,0.03644824028015137
BA+BA,1000,2.7,1,463,466,227,230,693,677,633,1.0833333333333333,0.49720191955566406,0.03480195999145508
BA+BA,1000,2.7,2,463,466,226,229,692,679,633,1.1694915254237288,0.5056362152099609,0.03804945945739746
BA+BA,1000,2.7,3,463,466,228,231,694,681,633,1.1147540983606556,0.5009336471557617,0.03624463081359863
BA+BA,1000,2.7,4,463,466,224,227,690,681,633,1.1228070175438596,0.5013864040374756,0.03562188148498535
BA+BA,1000,2.7,5,463,466,224,227,690,679,633,1.0526315789473684,0.5002331733703613,0.03542375564575195
BA+BA,1000,2.7,6,463,466,226,229,692,682,633,1.1355932203389831,0.5060439109802246,0.03627204895019531
BA+BA,1000,2.7,7,463,466,223,226,689,682,633,1.1071428571428572,0.49433350563049316,0.034783363342285156
BA+BA,1000,2.7,8,463,466,221,224,687,679,633,1.1666666666666667,0.4927215576171875,0.03467440605163574
BA+BA,1000,2.7,9,463,466,227,230,693,675,633,1.1333333333333333,0.4963235855102539,0.03701972961425781
BA+BA,1000,2.8,0,423,454,208,239,662,641,598,1.15625,0.5086627006530762,0.03270459175109863
BA+BA,1000,2.8,1,423,454,193,224,647,641,598,1.2244897959183674,0.5070390701293945,0.03125119209289551
BA+BA,1000,2.8,2,423,454,196,227,650,639,598,1.1923076923076923,0.5163657665252686,0.03176712989807129
BA+BA,1000,2.8,3,423,454,205,236,659,638,598,1.1311475409836065,0.5201020240783691,0.032707929611206055
BA+BA,1000,2.8,4,423,454,199,230,653,640,598,1.2,0.5095975399017334,0.031876564025878906
BA+BA,1000,2.8,5,423,454,200,231,654,642,598,1.1785714285714286,0.504906177520752,0.03162813186645508
BA+BA,1000,2.8,6,423,454,202,233,656,642,598,1.1724137931034482,0.5018794536590576,0.03183555603027344
BA+BA,1000,2.8,7,423,454,198,229,652,641,598,1.1851851851851851,0.5125648975372314,0.03130078315734863
BA+BA,1000,2.8,8,423,454,199,230,653,644,598,1.1454545454545455,0.5241942405700684,0.032096147537231445
BA+BA,1000,2.8,9,423,454,203,234,657,639,598,1.1694915254237288,0.5035078525543213,0.03200054168701172
BA+BA,1000,2.9,0,426,429,220,223,649,633,578,1.1408450704225352,0.5095078945159912,0.035176753997802734
BA+BA,1000,2.9,1,426,429,217,220,646,635,578,1.2205882352941178,0.5241243839263916,0.036722660064697266
BA+BA,1000,2.9,2,426,429,213,216,642,635,578,1.140625,0.5048956871032715,0.03446459770202637
BA+BA,1000,2.9,3,426,429,224,227,653,639,578,1.1733333333333333,0.5243473052978516,0.03834652900695801
BA+BA,1000,2.9,4,426,429,222,225,651,634,578,1.178082191780822,0.5007846355438232,0.036681175231933594
BA+BA,1000,2.9,5,426,429,227,230,656,636,578,1.2307692307692308,0.5065634250640869,0.03822755813598633
BA+BA,1000,2.9,6,426,429,216,219,645,632,578,1.1791044776119404,0.5057957172393799,0.03619956970214844
BA+BA,1000,2.9,7,426,429,217,220,646,635,578,1.2647058823529411,0.5241444110870361,0.037236690521240234
BA+BA,1000,2.9,8,426,429,218,221,647,635,578,1.1594202898550725,0.5071909427642822,0.035651206970214844
BA+BA,1000,2.9,9,426,429,216,219,645,633,578,1.2537313432835822,0.5230758190155029,0.03678393363952637
BA+BA,1000,3.0,0,426,428,214,216,642,631,579,1.2222222222222223,0.5462756156921387,0.034038543701171875
BA+BA,1000,3.0,1,426,428,221,223,649,629,579,1.2142857142857142,0.5328290462493896,0.03542828559875488
BA+BA,1000,3.0,2,426,428,226,228,654,637,579,1.1866666666666668,0.5430781841278076,0.0362851619720459
BA+BA,1000,3.0,3,426,428,223,225,651,637,579,1.1666666666666667,0.5274930000305176,0.0355992317199707
BA+BA,1000,3.0,4,426,428,216,218,644,636,579,1.2615384615384615,0.5404281616210938,0.035027265548706055
BA+BA,1000,3.0,5,426,428,229,231,657,636,579,1.1794871794871795,0.5269181728363037,0.03630805015563965
BA+BA,1000,3.0,6,426,428,225,227,653,633,579,1.2027027027027026,0.5324892997741699,0.03529477119445801
BA+BA,1000,3.0,7,426,428,222,224,650,636,579,1.1267605633802817,0.5349583625793457,0.03420662879943848
BA+BA,1000,3.0,8,426,428,225,227,653,633,579,1.2297297297297298,0.5386455059051514,0.036330223083496094
BA+BA,1000,3.0,9,426,428,225,227,653,626,579,1.2297297297297298,0.5482933521270752,0.03683018684387207
BA+BA,1000,3.1,0,390,427,208,245,635,620,568,1.208955223880597,0.5161406993865967,0.039903879165649414
