type,n,k1,k2,gamma1,gamma2,MDS1,MDS2,pre_intersection,intersection,pre_union,union
ER+ER,1000,1.0,1.0,,,645,650,420,436,875,859
ER+ER,1000,1.0,1.1,,,645,625,398,422,872,848
ER+ER,1000,1.0,1.2,,,645,599,380,405,864,839
ER+ER,1000,1.0,1.3,,,645,592,385,412,852,825
ER+ER,1000,1.0,1.4,,,645,575,377,413,843,807
ER+ER,1000,1.0,1.5,,,645,541,361,394,825,792
ER+ER,1000,1.0,1.6,,,645,527,340,371,832,801
ER+ER,1000,1.0,1.7,,,645,500,321,353,824,792
ER+ER,1000,1.0,1.8,,,645,492,317,346,820,791
ER+ER,1000,1.0,1.9,,,645,459,300,330,804,774
ER+ER,1000,1.0,2.0,,,645,441,285,316,801,770
ER+ER,1000,1.0,2.1,,,645,433,276,304,802,774
ER+ER,1000,1.0,2.2,,,645,418,253,282,810,781
ER+ER,1000,1.0,2.3,,,645,417,250,285,812,777
ER+ER,1000,1.0,2.4,,,645,411,261,296,795,760
ER+ER,1000,1.0,2.5,,,645,388,255,294,778,739
ER+ER,1000,1.0,2.6,,,645,362,221,261,786,746
ER+ER,1000,1.0,2.7,,,645,365,233,263,777,747
ER+ER,1000,1.0,2.8,,,645,349,230,264,764,730
ER+ER,1000,1.0,2.9,,,645,327,213,246,759,726
ER+ER,1000,1.0,3.0,,,645,311,199,231,757,725
ER+ER,1000,1.0,3.1,,,645,306,204,235,747,716
ER+ER,1000,1.0,3.2,,,645,305,189,230,761,720
ER+ER,1000,1.0,3.3,,,645,283,177,207,751,721
ER+ER,1000,1.0,3.4,,,645,272,181,210,736,707
ER+ER,1000,1.0,3.5,,,645,276,191,219,730,702
ER+ER,1000,1.0,3.6,,,645,254,160,196,739,703
ER+ER,1000,1.0,3.7,,,645,241,145,181,741,705
ER+ER,1000,1.0,3.8,,,645,235,150,178,730,702
ER+ER,1000,1.0,3.9,,,645,224,140,170,729,699
ER+ER,1000,1.0,4.0,,,645,209,137,171,717,683
ER+ER,1000,1.0,4.1,,,645,223,142,183,726,685
ER+ER,1000,1.0,4.2,,,645,212,135,163,722,694
ER+ER,1000,1.0,4.3,,,645,192,126,151,711,686
ER+ER,1000,1.0,4.4,,,645,190,134,152,701,683
ER+ER,1000,1.0,4.5,,,645,178,113,140,710,683
ER+ER,1000,1.0,4.6,,,645,172,108,133,709,684
ER+ER,1000,1.0,4.7,,,645,145,95,108,695,682
ER+ER,1000,1.0,4.8,,,645,151,96,122,700,674
ER+ER,1000,1.0,4.9,,,645,146,97,125,694,666
ER+ER,1000,1.0,5.0,,,645,139,80,105,704,679
ER+ER,1000,1.0,5.1,,,645,128,80,106,693,667
ER+ER,1000,1.0,5.2,,,645,120,78,96,687,669
ER+ER,1000,1.0,5.3,,,645,110,73,88,682,667
ER+ER,1000,1.0,5.4,,,645,104,73,87,676,662
ER+ER,1000,1.0,5.5,,,645,101,68,83,678,663
ER+ER,1000,1.0,5.6,,,645,92,61,76,676,661
ER+ER,1000,1.0,5.7,,,645,88,54,67,679,666
ER+ER,1000,1.0,5.8,,,645,91,55,69,681,667
ER+ER,1000,1.0,5.9,,,645,77,50,61,672,661
ER+ER,1000,1.0,6.0,,,645,72,42,61,675,656
ER+ER,1000,1.1,1.0,,,629,650,414,437,865,842
ER+ER,1000,1.1,1.1,,,629,625,392,415,862,839
ER+ER,1000,1.1,1.2,,,629,599,382,408,846,820
ER+ER,1000,1.1,1.3,,,629,592,378,394,843,827
ER+ER,1000,1.1,1.4,,,629,575,366,398,838,806
ER+ER,1000,1.1,1.5,,,629,541,332,365,838,805
ER+ER,1000,1.1,1.6,,,629,527,336,367,820,789
ER+ER,1000,1.1,1.7,,,629,500,317,349,812,780
ER+ER,1000,1.1,1.8,,,629,492,314,351,807,770
ER+ER,1000,1.1,1.9,,,629,459,289,317,799,771
ER+ER,1000,1.1,2.0,,,629,441,291,320,779,750
ER+ER,1000,1.1,2.1,,,629,433,279,311,783,751
ER+ER,1000,1.1,2.2,,,629,418,285,309,762,738
ER+ER,1000,1.1,2.3,,,629,417,265,290,781,756
ER+ER,1000,1.1,2.4,,,629,411,254,283,786,757
ER+ER,1000,1.1,2.5,,,629,388,246,287,771,730
ER+ER,1000,1.1,2.6,,,629,362,242,274,749,717
ER+ER,1000,1.1,2.7,,,629,365,232,271,762,723
ER+ER,1000,1.1,2.8,,,629,349,224,259,754,719
ER+ER,1000,1.1,2.9,,,629,327,204,244,752,712
ER+ER,1000,1.1,3.0,,,629,311,204,230,736,710
ER+ER,1000,1.1,3.1,,,629,306,195,228,740,707
ER+ER,1000,1.1,3.2,,,629,305,195,233,739,701
ER+ER,1000,1.1,3.3,,,629,283,158,195,754,717
ER+ER,1000,1.1,3.4,,,629,272,177,205,724,696
ER+ER,1000,1.1,3.5,,,629,276,172,211,733,694
ER+ER,1000,1.1,3.6,,,629,254,154,189,729,694
ER+ER,1000,1.1,3.7,,,629,241,146,183,724,687
ER+ER,1000,1.1,3.8,,,629,235,146,170,718,694
ER+ER,1000,1.1,3.9,,,629,224,143,168,710,685
ER+ER,1000,1.1,4.0,,,629,209,124,147,714,691
ER+ER,1000,1.1,4.1,,,629,223,140,185,712,667
ER+ER,1000,1.1,4.2,,,629,212,137,172,704,669
ER+ER,1000,1.1,4.3,,,629,192,126,153,695,668
ER+ER,1000,1.1,4.4,,,629,190,117,151,702,668
ER+ER,1000,1.1,4.5,,,629,178,109,140,698,667
ER+ER,1000,1.1,4.6,,,629,172,109,137,692,664
ER+ER,1000,1.1,4.7,,,629,145,104,111,670,663
ER+ER,1000,1.1,4.8,,,629,151,94,118,686,662
ER+ER,1000,1.1,4.9,,,629,146,85,108,690,667
ER+ER,1000,1.1,5.0,,,629,139,88,113,680,655
ER+ER,1000,1.1,5.1,,,629,128,82,109,675,648
ER+ER,1000,1.1,5.2,,,629,120,77,98,672,651
ER+ER,1000,1.1,5.3,,,629,110,70,85,669,654
ER+ER,1000,1.1,5.4,,,629,104,52,73,681,660
ER+ER,1000,1.1,5.5,,,629,101,72,83,658,647
ER+ER,1000,1.1,5.6,,,629,92,58,75,663,646
ER+ER,1000,1.1,5.7,,,629,88,49,62,668,655
ER+ER,1000,1.1,5.8,,,629,91,57,69,663,651
ER+ER,1000,1.1,5.9,,,629,77,47,56,659,650
ER+ER,1000,1.1,6.0,,,629,72,44,61,657,640
ER+ER,1000,1.2,1.0,,,612,650,403,430,859,832
ER+ER,1000,1.2,1.1,,,612,625,375,410,862,827
ER+ER,1000,1.2,1.2,,,612,599,362,389,849,822
ER+ER,1000,1.2,1.3,,,612,592,366,401,838,803
ER+ER,1000,1.2,1.4,,,612,575,355,397,832,790
ER+ER,1000,1.2,1.5,,,612,541,327,358,826,795
ER+ER,1000,1.2,1.6,,,612,527,323,361,816,778
ER+ER,1000,1.2,1.7,,,612,500,298,339,814,773
ER+ER,1000,1.2,1.8,,,612,492,306,343,798,761
ER+ER,1000,1.2,1.9,,,612,459,294,330,777,741
ER+ER,1000,1.2,2.0,,,612,441,275,307,778,746
ER+ER,1000,1.2,2.1,,,612,433,266,315,779,730
ER+ER,1000,1.2,2.2,,,612,418,256,289,774,741
ER+ER,1000,1.2,2.3,,,612,417,252,300,777,729
ER+ER,1000,1.2,2.4,,,612,411,248,291,775,732
ER+ER,1000,1.2,2.5,,,612,388,232,285,768,715
ER+ER,1000,1.2,2.6,,,612,362,221,259,753,715
ER+ER,1000,1.2,2.7,,,612,365,208,250,769,727
ER+ER,1000,1.2,2.8,,,612,349,210,245,751,716
ER+ER,1000,1.2,2.9,,,612,327,195,229,744,710
ER+ER,1000,1.2,3.0,,,612,311,199,233,724,690
ER+ER,1000,1.2,3.1,,,612,306,183,226,735,692
ER+ER,1000,1.2,3.2,,,612,305,188,228,729,689
ER+ER,1000,1.2,3.3,,,612,283,177,212,718,683
ER+ER,1000,1.2,3.4,,,612,272,167,200,717,684
ER+ER,1000,1.2,3.5,,,612,276,175,218,713,670
ER+ER,1000,1.2,3.6,,,612,254,156,203,710,663
ER+ER,1000,1.2,3.7,,,612,241,145,187,708,666
ER+ER,1000,1.2,3.8,,,612,235,135,171,712,676
ER+ER,1000,1.2,3.9,,,612,224,135,172,701,664
ER+ER,1000,1.2,4.0,,,612,209,122,153,699,668
ER+ER,1000,1.2,4.1,,,612,223,128,171,707,664
ER+ER,1000,1.2,4.2,,,612,212,132,167,692,657
ER+ER,1000,1.2,4.3,,,612,192,117,147,687,657
ER+ER,1000,1.2,4.4,,,612,190,121,150,681,652
ER+ER,1000,1.2,4.5,,,612,178,103,132,687,658
ER+ER,1000,1.2,4.6,,,612,172,107,135,677,649
ER+ER,1000,1.2,4.7,,,612,145,95,117,662,640
ER+ER,1000,1.2,4.8,,,612,151,88,119,675,644
ER+ER,1000,1.2,4.9,,,612,146,96,118,662,640
ER+ER,1000,1.2,5.0,,,612,139,85,112,666,639
ER+ER,1000,1.2,5.1,,,612,128,88,101,652,639
ER+ER,1000,1.2,5.2,,,612,120,74,97,658,635
ER+ER,1000,1.2,5.3,,,612,110,63,77,659,645
ER+ER,1000,1.2,5.4,,,612,104,55,82,661,634
ER+ER,1000,1.2,5.5,,,612,101,67,83,646,630
ER+ER,1000,1.2,5.6,,,612,92,60,72,644,632
ER+ER,1000,1.2,5.7,,,612,88,48,73,652,627
ER+ER,1000,1.2,5.8,,,612,91,53,70,650,633
ER+ER,1000,1.2,5.9,,,612,77,46,59,643,630
ER+ER,1000,1.2,6.0,,,612,72,49,61,635,623
ER+ER,1000,1.3,1.0,,,572,650,364,390,858,832
ER+ER,1000,1.3,1.1,,,572,625,355,389,842,808
ER+ER,1000,1.3,1.2,,,572,599,347,375,824,796
ER+ER,1000,1.3,1.3,,,572,592,323,353,841,811
ER+ER,1000,1.3,1.4,,,572,575,337,373,810,774
ER+ER,1000,1.3,1.5,,,572,541,299,337,814,776
ER+ER,1000,1.3,1.6,,,572,527,289,334,810,765
ER+ER,1000,1.3,1.7,,,572,500,281,314,791,758
ER+ER,1000,1.3,1.8,,,572,492,287,320,777,744
ER+ER,1000,1.3,1.9,,,572,459,269,303,762,728
ER+ER,1000,1.3,2.0,,,572,441,250,284,763,729
ER+ER,1000,1.3,2.1,,,572,433,241,284,764,721
ER+ER,1000,1.3,2.2,,,572,418,242,267,748,723
ER+ER,1000,1.3,2.3,,,572,417,239,276,750,713
ER+ER,1000,1.3,2.4,,,572,411,245,281,738,702
ER+ER,1000,1.3,2.5,,,572,388,221,265,739,695
ER+ER,1000,1.3,2.6,,,572,362,210,254,724,680
ER+ER,1000,1.3,2.7,,,572,365,201,240,736,697
ER+ER,1000,1.3,2.8,,,572,349,190,233,731,688
ER+ER,1000,1.3,2.9,,,572,327,194,224,705,675
ER+ER,1000,1.3,3.0,,,572,311,180,213,703,670
ER+ER,1000,1.3,3.1,,,572,306,185,215,693,663
ER+ER,1000,1.3,3.2,,,572,305,166,218,711,659
ER+ER,1000,1.3,3.3,,,572,283,159,197,696,658
ER+ER,1000,1.3,3.4,,,572,272,169,203,675,641
ER+ER,1000,1.3,3.5,,,572,276,157,200,691,648
ER+ER,1000,1.3,3.6,,,572,254,142,173,684,653
ER+ER,1000,1.3,3.7,,,572,241,137,177,676,636
ER+ER,1000,1.3,3.8,,,572,235,145,179,662,628
ER+ER,1000,1.3,3.9,,,572,224,136,161,660,635
ER+ER,1000,1.3,4.0,,,572,209,121,154,660,627
ER+ER,1000,1.3,4.1,,,572,223,129,167,666,628
ER+ER,1000,1.3,4.2,,,572,212,129,161,655,623
ER+ER,1000,1.3,4.3,,,572,192,122,147,642,617
ER+ER,1000,1.3,4.4,,,572,190,118,141,644,621
ER+ER,1000,1.3,4.5,,,572,178,99,122,651,628
ER+ER,1000,1.3,4.6,,,572,172,89,118,655,626
ER+ER,1000,1.3,4.7,,,572,145,78,106,639,611
ER+ER,1000,1.3,4.8,,,572,151,89,115,634,608
ER+ER,1000,1.3,4.9,,,572,146,83,107,635,611
ER+ER,1000,1.3,5.0,,,572,139,76,105,635,606
ER+ER,1000,1.3,5.1,,,572,128,80,99,620,601
ER+ER,1000,1.3,5.2,,,572,120,67,90,625,602
ER+ER,1000,1.3,5.3,,,572,110,62,78,620,604
ER+ER,1000,1.3,5.4,,,572,104,54,78,622,598
ER+ER,1000,1.3,5.5,,,572,101,59,80,614,593
ER+ER,1000,1.3,5.6,,,572,92,54,71,610,593
ER+ER,1000,1.3,5.7,,,572,88,52,70,608,590
ER+ER,1000,1.3,5.8,,,572,91,48,66,615,597
ER+ER,1000,1.3,5.9,,,572,77,42,54,607,595
ER+ER,1000,1.3,6.0,,,572,72,34,57,610,587
ER+ER,1000,1.4,1.0,,,562,650,359,387,853,825
ER+ER,1000,1.4,1.1,,,562,625,348,375,839,812
ER+ER,1000,1.4,1.2,,,562,599,340,372,821,789
ER+ER,1000,1.4,1.3,,,562,592,340,371,814,783
ER+ER,1000,1.4,1.4,,,562,575,319,355,818,782
ER+ER,1000,1.4,1.5,,,562,541,307,347,796,756
ER+ER,1000,1.4,1.6,,,562,527,291,324,798,765
ER+ER,1000,1.4,1.7,,,562,500,277,331,785,731
ER+ER,1000,1.4,1.8,,,562,492,275,305,779,749
ER+ER,1000,1.4,1.9,,,562,459,258,297,763,724
ER+ER,1000,1.4,2.0,,,562,441,243,285,760,718
ER+ER,1000,1.4,2.1,,,562,433,238,284,757,711
ER+ER,1000,1.4,2.2,,,562,418,243,276,737,704
ER+ER,1000,1.4,2.3,,,562,417,218,270,761,709
ER+ER,1000,1.4,2.4,,,562,411,242,282,731,691
ER+ER,1000,1.4,2.5,,,562,388,222,269,728,681
ER+ER,1000,1.4,2.6,,,562,362,215,257,709,667
ER+ER,1000,1.4,2.7,,,562,365,200,240,727,687
ER+ER,1000,1.4,2.8,,,562,349,189,232,722,679
ER+ER,1000,1.4,2.9,,,562,327,182,218,707,671
ER+ER,1000,1.4,3.0,,,562,311,177,213,696,660
ER+ER,1000,1.4,3.1,,,562,306,155,195,713,673
ER+ER,1000,1.4,3.2,,,562,305,172,217,695,650
ER+ER,1000,1.4,3.3,,,562,283,148,197,697,648
ER+ER,1000,1.4,3.4,,,562,272,159,203,675,631
ER+ER,1000,1.4,3.5,,,562,276,163,216,675,622
ER+ER,1000,1.4,3.6,,,562,254,137,180,679,636
ER+ER,1000,1.4,3.7,,,562,241,140,187,663,616
ER+ER,1000,1.4,3.8,,,562,235,136,170,661,627
ER+ER,1000,1.4,3.9,,,562,224,127,162,659,624
ER+ER,1000,1.4,4.0,,,562,209,127,153,644,618
ER+ER,1000,1.4,4.1,,,562,223,118,159,667,626
ER+ER,1000,1.4,4.2,,,562,212,120,162,654,612
ER+ER,1000,1.4,4.3,,,562,192,105,139,649,615
ER+ER,1000,1.4,4.4,,,562,190,121,147,631,605
ER+ER,1000,1.4,4.5,,,562,178,101,129,639,611
ER+ER,1000,1.4,4.6,,,562,172,97,124,637,610
ER+ER,1000,1.4,4.7,,,562,145,95,115,612,592
ER+ER,1000,1.4,4.8,,,562,151,86,111,627,602
ER+ER,1000,1.4,4.9,,,562,146,75,106,633,602
ER+ER,1000,1.4,5.0,,,562,139,81,109,620,592
ER+ER,1000,1.4,5.1,,,562,128,83,101,607,589
ER+ER,1000,1.4,5.2,,,562,120,73,98,609,584
ER+ER,1000,1.4,5.3,,,562,110,61,84,611,588
ER+ER,1000,1.4,5.4,,,562,104,59,75,607,591
ER+ER,1000,1.4,5.5,,,562,101,55,77,608,586
ER+ER,1000,1.4,5.6,,,562,92,47,71,607,583
ER+ER,1000,1.4,5.7,,,562,88,48,67,602,583
ER+ER,1000,1.4,5.8,,,562,91,52,70,601,583
ER+ER,1000,1.4,5.9,,,562,77,48,56,591,583
ER+ER,1000,1.4,6.0,,,562,72,39,54,595,580
ER+ER,1000,1.5,1.0,,,544,650,345,371,849,823
ER+ER,1000,1.5,1.1,,,544,625,359,385,810,784
ER+ER,1000,1.5,1.2,,,544,599,333,366,810,777
ER+ER,1000,1.5,1.3,,,544,592,318,349,818,787
ER+ER,1000,1.5,1.4,,,544,575,325,359,794,760
ER+ER,1000,1.5,1.5,,,544,541,296,338,789,747
ER+ER,1000,1.5,1.6,,,544,527,291,329,780,742
ER+ER,1000,1.5,1.7,,,544,500,273,304,771,740
ER+ER,1000,1.5,1.8,,,544,492,266,310,770,726
ER+ER,1000,1.5,1.9,,,544,459,262,291,741,712
ER+ER,1000,1.5,2.0,,,544,441,227,270,758,715
ER+ER,1000,1.5,2.1,,,544,433,224,274,753,703
ER+ER,1000,1.5,2.2,,,544,418,214,255,748,707
ER+ER,1000,1.5,2.3,,,544,417,221,266,740,695
ER+ER,1000,1.5,2.4,,,544,411,242,288,713,667
