type,n,k,gamma,seq,MDS1,MDS2,pre_intersection,intersection,pre_union,union
SF+SF_k=3.0,1000,3.0,2.0,7,716,702,565,606,853,812
SF+SF_k=3.0,1000,3.0,2.0,8,716,702,551,606,867,812
SF+SF_k=3.0,1000,3.0,2.0,9,716,702,561,606,857,812
SF+SF_k=3.0,1000,3.0,2.1,0,673,678,504,555,847,796
SF+SF_k=3.0,1000,3.0,2.1,1,673,678,503,555,848,796
SF+SF_k=3.0,1000,3.0,2.1,2,673,678,501,555,850,796
SF+SF_k=3.0,1000,3.0,2.1,3,673,678,506,555,845,796
SF+SF_k=3.0,1000,3.0,2.1,4,673,678,502,555,849,796
SF+SF_k=3.0,1000,3.0,2.1,5,673,678,504,555,847,796
SF+SF_k=3.0,1000,3.0,2.1,6,673,678,505,555,846,796
SF+SF_k=3.0,1000,3.0,2.1,7,673,678,506,555,845,796
SF+SF_k=3.0,1000,3.0,2.1,8,673,678,503,555,848,796
SF+SF_k=3.0,1000,3.0,2.1,9,673,678,506,555,845,796
SF+SF_k=3.0,1000,3.0,2.2,0,612,613,426,482,799,743
SF+SF_k=3.0,1000,3.0,2.2,1,612,613,434,482,791,743
SF+SF_k=3.0,1000,3.0,2.2,2,612,613,425,482,800,743
SF+SF_k=3.0,1000,3.0,2.2,3,612,613,428,482,797,743
SF+SF_k=3.0,1000,3.0,2.2,4,612,613,424,482,801,743
SF+SF_k=3.0,1000,3.0,2.2,5,612,613,417,482,808,743
SF+SF_k=3.0,1000,3.0,2.2,6,612,613,428,482,797,743
SF+SF_k=3.0,1000,3.0,2.2,7,612,613,431,482,794,743
SF+SF_k=3.0,1000,3.0,2.2,8,612,613,428,482,797,743
SF+SF_k=3.0,1000,3.0,2.2,9,612,613,420,482,805,743
SF+SF_k=3.0,1000,3.0,2.3,0,576,570,365,423,781,723
SF+SF_k=3.0,1000,3.0,2.3,1,576,570,369,423,777,723
SF+SF_k=3.0,1000,3.0,2.3,2,576,570,370,423,776,723
SF+SF_k=3.0,1000,3.0,2.3,3,576,570,374,423,772,723
SF+SF_k=3.0,1000,3.0,2.3,4,576,570,363,423,783,723
SF+SF_k=3.0,1000,3.0,2.3,5,576,570,371,423,775,723
SF+SF_k=3.0,1000,3.0,2.3,6,576,570,371,423,775,723
SF+SF_k=3.0,1000,3.0,2.3,7,576,570,372,423,774,723
SF+SF_k=3.0,1000,3.0,2.3,8,576,570,371,423,775,723
SF+SF_k=3.0,1000,3.0,2.3,9,576,570,367,423,779,723
SF+SF_k=3.0,1000,3.0,2.4,0,554,523,339,393,738,684
SF+SF_k=3.0,1000,3.0,2.4,1,554,523,330,393,747,684
SF+SF_k=3.0,1000,3.0,2.4,2,554,523,326,393,751,684
SF+SF_k=3.0,1000,3.0,2.4,3,554,523,330,393,747,684
SF+SF_k=3.0,1000,3.0,2.4,4,554,523,341,393,736,684
SF+SF_k=3.0,1000,3.0,2.4,5,554,523,326,393,751,684
SF+SF_k=3.0,1000,3.0,2.4,6,554,523,333,393,744,684
SF+SF_k=3.0,1000,3.0,2.4,7,554,523,333,393,744,684
SF+SF_k=3.0,1000,3.0,2.4,8,554,523,334,393,743,684
SF+SF_k=3.0,1000,3.0,2.4,9,554,523,330,393,747,684
SF+SF_k=3.0,1000,3.0,2.5,0,498,496,274,342,720,652
SF+SF_k=3.0,1000,3.0,2.5,1,498,496,275,342,719,652
SF+SF_k=3.0,1000,3.0,2.5,2,498,496,279,342,715,652
SF+SF_k=3.0,1000,3.0,2.5,3,498,496,287,342,707,652
SF+SF_k=3.0,1000,3.0,2.5,4,498,496,285,342,709,652
SF+SF_k=3.0,1000,3.0,2.5,5,498,496,275,342,719,652
SF+SF_k=3.0,1000,3.0,2.5,6,498,496,281,342,713,652
SF+SF_k=3.0,1000,3.0,2.5,7,498,496,275,342,719,652
SF+SF_k=3.0,1000,3.0,2.5,8,498,496,282,342,712,652
SF+SF_k=3.0,1000,3.0,2.5,9,498,496,275,342,719,652
SF+SF_k=3.0,1000,3.0,2.6,0,495,482,268,335,709,642
SF+SF_k=3.0,1000,3.0,2.6,1,495,482,275,335,702,642
SF+SF_k=3.0,1000,3.0,2.6,2,495,482,266,335,711,642
SF+SF_k=3.0,1000,3.0,2.6,3,495,482,278,335,699,642
SF+SF_k=3.0,1000,3.0,2.6,4,495,482,270,335,707,642
SF+SF_k=3.0,1000,3.0,2.6,5,495,482,266,335,711,642
SF+SF_k=3.0,1000,3.0,2.6,6,495,482,269,335,708,642
SF+SF_k=3.0,1000,3.0,2.6,7,495,482,267,335,710,642
SF+SF_k=3.0,1000,3.0,2.6,8,495,482,273,335,704,642
SF+SF_k=3.0,1000,3.0,2.6,9,495,482,272,335,705,642
SF+SF_k=3.0,1000,3.0,2.7,0,482,469,267,317,684,634
SF+SF_k=3.0,1000,3.0,2.7,1,482,469,251,317,700,634
SF+SF_k=3.0,1000,3.0,2.7,2,482,469,255,317,696,634
SF+SF_k=3.0,1000,3.0,2.7,3,482,469,255,317,696,634
SF+SF_k=3.0,1000,3.0,2.7,4,482,469,251,317,700,634
SF+SF_k=3.0,1000,3.0,2.7,5,482,469,255,317,696,634
SF+SF_k=3.0,1000,3.0,2.7,6,482,469,249,317,702,634
SF+SF_k=3.0,1000,3.0,2.7,7,482,469,246,317,705,634
SF+SF_k=3.0,1000,3.0,2.7,8,482,469,247,317,704,634
SF+SF_k=3.0,1000,3.0,2.7,9,482,469,252,317,699,634
SF+SF_k=3.0,1000,3.0,2.8,0,455,446,229,294,672,607
SF+SF_k=3.0,1000,3.0,2.8,1,455,446,225,294,676,607
SF+SF_k=3.0,1000,3.0,2.8,2,455,446,225,294,676,607
SF+SF_k=3.0,1000,3.0,2.8,3,455,446,231,294,670,607
SF+SF_k=3.0,1000,3.0,2.8,4,455,446,232,294,669,607
SF+SF_k=3.0,1000,3.0,2.8,5,455,446,231,294,670,607
SF+SF_k=3.0,1000,3.0,2.8,6,455,446,226,294,675,607
SF+SF_k=3.0,1000,3.0,2.8,7,455,446,228,294,673,607
SF+SF_k=3.0,1000,3.0,2.8,8,455,446,233,294,668,607
SF+SF_k=3.0,1000,3.0,2.8,9,455,446,229,294,672,607
SF+SF_k=3.0,1000,3.0,2.9,0,435,437,219,290,653,582
SF+SF_k=3.0,1000,3.0,2.9,1,435,437,229,290,643,582
SF+SF_k=3.0,1000,3.0,2.9,2,435,437,214,290,658,582
SF+SF_k=3.0,1000,3.0,2.9,3,435,437,211,290,661,582
SF+SF_k=3.0,1000,3.0,2.9,4,435,437,215,290,657,582
SF+SF_k=3.0,1000,3.0,2.9,5,435,437,217,290,655,582
SF+SF_k=3.0,1000,3.0,2.9,6,435,437,223,290,649,582
SF+SF_k=3.0,1000,3.0,2.9,7,435,437,216,290,656,582
SF+SF_k=3.0,1000,3.0,2.9,8,435,437,212,290,660,582
SF+SF_k=3.0,1000,3.0,2.9,9,435,437,221,290,651,582
SF+SF_k=3.0,1000,3.0,3.0,0,437,403,214,279,626,561
SF+SF_k=3.0,1000,3.0,3.0,1,437,403,219,279,621,561
SF+SF_k=3.0,1000,3.0,3.0,2,437,403,207,279,633,561
SF+SF_k=3.0,1000,3.0,3.0,3,437,403,223,279,617,561
SF+SF_k=3.0,1000,3.0,3.0,4,437,403,222,279,618,561
SF+SF_k=3.0,1000,3.0,3.0,5,437,403,212,279,628,561
SF+SF_k=3.0,1000,3.0,3.0,6,437,403,218,279,622,561
SF+SF_k=3.0,1000,3.0,3.0,7,437,403,215,279,625,561
SF+SF_k=3.0,1000,3.0,3.0,8,437,403,219,279,621,561
SF+SF_k=3.0,1000,3.0,3.0,9,437,403,213,279,627,561
SF+SF_k=3.0,1000,3.0,3.1,0,398,392,173,247,617,543
SF+SF_k=3.0,1000,3.0,3.1,1,398,392,185,247,605,543
SF+SF_k=3.0,1000,3.0,3.1,2,398,392,187,247,603,543
SF+SF_k=3.0,1000,3.0,3.1,3,398,392,189,247,601,543
SF+SF_k=3.0,1000,3.0,3.1,4,398,392,183,247,607,543
SF+SF_k=3.0,1000,3.0,3.1,5,398,392,187,247,603,543
SF+SF_k=3.0,1000,3.0,3.1,6,398,392,179,247,611,543
SF+SF_k=3.0,1000,3.0,3.1,7,398,392,192,247,598,543
SF+SF_k=3.0,1000,3.0,3.1,8,398,392,178,247,612,543
SF+SF_k=3.0,1000,3.0,3.1,9,398,392,175,247,615,543
SF+SF_k=3.0,1000,3.0,3.2,0,397,391,175,244,613,544
SF+SF_k=3.0,1000,3.0,3.2,1,397,391,167,244,621,544
SF+SF_k=3.0,1000,3.0,3.2,2,397,391,174,244,614,544
SF+SF_k=3.0,1000,3.0,3.2,3,397,391,174,244,614,544
SF+SF_k=3.0,1000,3.0,3.2,4,397,391,173,244,615,544
SF+SF_k=3.0,1000,3.0,3.2,5,397,391,180,244,608,544
SF+SF_k=3.0,1000,3.0,3.2,6,397,391,173,244,615,544
SF+SF_k=3.0,1000,3.0,3.2,7,397,391,179,244,609,544
SF+SF_k=3.0,1000,3.0,3.2,8,397,391,177,244,611,544
SF+SF_k=3.0,1000,3.0,3.2,9,397,391,172,244,616,544
SF+SF_k=3.0,1000,3.0,3.3,0,398,384,180,243,602,539
SF+SF_k=3.0,1000,3.0,3.3,1,398,384,183,243,599,539
SF+SF_k=3.0,1000,3.0,3.3,2,398,384,181,243,601,539
SF+SF_k=3.0,1000,3.0,3.3,3,398,384,180,243,602,539
SF+SF_k=3.0,1000,3.0,3.3,4,398,384,183,243,599,539
SF+SF_k=3.0,1000,3.0,3.3,5,398,384,177,243,605,539
SF+SF_k=3.0,1000,3.0,3.3,6,398,384,190,243,592,539
SF+SF_k=3.0,1000,3.0,3.3,7,398,384,183,243,599,539
SF+SF_k=3.0,1000,3.0,3.3,8,398,384,176,243,606,539
SF+SF_k=3.0,1000,3.0,3.3,9,398,384,176,243,606,539
SF+SF_k=3.0,1000,3.0,3.4,0,395,391,175,237,611,549
SF+SF_k=3.0,1000,3.0,3.4,1,395,391,165,237,621,549
SF+SF_k=3.0,1000,3.0,3.4,2,395,391,166,237,620,549
SF+SF_k=3.0,1000,3.0,3.4,3,395,391,173,237,613,549
SF+SF_k=3.0,1000,3.0,3.4,4,395,391,171,237,615,549
SF+SF_k=3.0,1000,3.0,3.4,5,395,391,175,237,611,549
SF+SF_k=3.0,1000,3.0,3.4,6,395,391,177,237,609,549
SF+SF_k=3.0,1000,3.0,3.4,7,395,391,172,237,614,549
SF+SF_k=3.0,1000,3.0,3.4,8,395,391,176,237,610,549
SF+SF_k=3.0,1000,3.0,3.4,9,395,391,167,237,619,549
SF+SF_k=3.0,1000,3.0,3.5,0,369,385,142,218,612,536
SF+SF_k=3.0,1000,3.0,3.5,1,369,385,153,218,601,536
SF+SF_k=3.0,1000,3.0,3.5,2,369,385,156,218,598,536
SF+SF_k=3.0,1000,3.0,3.5,3,369,385,161,218,593,536
SF+SF_k=3.0,1000,3.0,3.5,4,369,385,158,218,596,536
SF+SF_k=3.0,1000,3.0,3.5,5,369,385,147,218,607,536
SF+SF_k=3.0,1000,3.0,3.5,6,369,385,145,218,609,536
SF+SF_k=3.0,1000,3.0,3.5,7,369,385,161,218,593,536
SF+SF_k=3.0,1000,3.0,3.5,8,369,385,154,218,600,536
SF+SF_k=3.0,1000,3.0,3.5,9,369,385,149,218,605,536
SF+SF_k=3.0,1000,3.0,3.6,0,374,356,148,211,582,519
SF+SF_k=3.0,1000,3.0,3.6,1,374,356,152,211,578,519
SF+SF_k=3.0,1000,3.0,3.6,2,374,356,147,211,583,519
SF+SF_k=3.0,1000,3.0,3.6,3,374,356,142,211,588,519
SF+SF_k=3.0,1000,3.0,3.6,4,374,356,141,211,589,519
SF+SF_k=3.0,1000,3.0,3.6,5,374,356,140,211,590,519
SF+SF_k=3.0,1000,3.0,3.6,6,374,356,146,211,584,519
SF+SF_k=3.0,1000,3.0,3.6,7,374,356,151,211,579,519
SF+SF_k=3.0,1000,3.0,3.6,8,374,356,151,211,579,519
SF+SF_k=3.0,1000,3.0,3.6,9,374,356,152,211,578,519
SF+SF_k=3.0,1000,3.0,3.7,0,379,370,158,222,591,527
SF+SF_k=3.0,1000,3.0,3.7,1,379,370,143,222,606,527
SF+SF_k=3.0,1000,3.0,3.7,2,379,370,157,222,592,527
SF+SF_k=3.0,1000,3.0,3.7,3,379,370,150,222,599,527
SF+SF_k=3.0,1000,3.0,3.7,4,379,370,154,222,595,527
SF+SF_k=3.0,1000,3.0,3.7,5,379,370,147,222,602,527
SF+SF_k=3.0,1000,3.0,3.7,6,379,370,151,222,598,527
SF+SF_k=3.0,1000,3.0,3.7,7,379,370,160,222,589,527
SF+SF_k=3.0,1000,3.0,3.7,8,379,370,148,222,601,527
SF+SF_k=3.0,1000,3.0,3.7,9,379,370,156,222,593,527
SF+SF_k=3.0,1000,3.0,3.8,0,363,364,143,211,584,516
SF+SF_k=3.0,1000,3.0,3.8,1,363,364,145,211,582,516
SF+SF_k=3.0,1000,3.0,3.8,2,363,364,142,211,585,516
SF+SF_k=3.0,1000,3.0,3.8,3,363,364,150,211,577,516
SF+SF_k=3.0,1000,3.0,3.8,4,363,364,144,211,583,516
SF+SF_k=3.0,1000,3.0,3.8,5,363,364,157,211,570,516
SF+SF_k=3.0,1000,3.0,3.8,6,363,364,143,211,584,516
SF+SF_k=3.0,1000,3.0,3.8,7,363,364,152,211,575,516
SF+SF_k=3.0,1000,3.0,3.8,8,363,364,142,211,585,516
SF+SF_k=3.0,1000,3.0,3.8,9,363,364,142,211,585,516
SF+SF_k=3.0,1000,3.0,3.9,0,351,362,136,196,577,517
SF+SF_k=3.0,1000,3.0,3.9,1,351,362,132,196,581,517
SF+SF_k=3.0,1000,3.0,3.9,2,351,362,132,196,581,517
SF+SF_k=3.0,1000,3.0,3.9,3,351,362,139,196,574,517
SF+SF_k=3.0,1000,3.0,3.9,4,351,362,134,196,579,517
SF+SF_k=3.0,1000,3.0,3.9,5,351,362,140,196,573,517
SF+SF_k=3.0,1000,3.0,3.9,6,351,362,127,196,586,517
SF+SF_k=3.0,1000,3.0,3.9,7,351,362,124,196,589,517
SF+SF_k=3.0,1000,3.0,3.9,8,351,362,126,196,587,517
SF+SF_k=3.0,1000,3.0,3.9,9,351,362,126,196,587,517
SF+SF_k=3.0,1000,3.0,4.0,0,354,358,124,189,588,523
SF+SF_k=3.0,1000,3.0,4.0,1,354,358,128,189,584,523
SF+SF_k=3.0,1000,3.0,4.0,2,354,358,119,189,593,523
SF+SF_k=3.0,1000,3.0,4.0,3,354,358,124,189,588,523
SF+SF_k=3.0,1000,3.0,4.0,4,354,358,126,189,586,523
SF+SF_k=3.0,1000,3.0,4.0,5,354,358,132,189,580,523
SF+SF_k=3.0,1000,3.0,4.0,6,354,358,123,189,589,523
SF+SF_k=3.0,1000,3.0,4.0,7,354,358,130,189,582,523
SF+SF_k=3.0,1000,3.0,4.0,8,354,358,121,189,591,523
SF+SF_k=3.0,1000,3.0,4.0,9,354,358,123,189,589,523
SF+SF_k=3.0,1000,3.0,4.1,0,360,351,137,197,574,514
SF+SF_k=3.0,1000,3.0,4.1,1,360,351,142,197,569,514
SF+SF_k=3.0,1000,3.0,4.1,2,360,351,139,197,572,514
SF+SF_k=3.0,1000,3.0,4.1,3,360,351,130,197,581,514
SF+SF_k=3.0,1000,3.0,4.1,4,360,351,129,197,582,514
SF+SF_k=3.0,1000,3.0,4.1,5,360,351,124,197,587,514
SF+SF_k=3.0,1000,3.0,4.1,6,360,351,133,197,578,514
SF+SF_k=3.0,1000,3.0,4.1,7,360,351,133,197,578,514
SF+SF_k=3.0,1000,3.0,4.1,8,360,351,128,197,583,514
SF+SF_k=3.0,1000,3.0,4.1,9,360,351,137,197,574,514
SF+SF_k=3.0,1000,3.0,4.2,0,354,367,137,201,584,520
SF+SF_k=3.0,1000,3.0,4.2,1,354,367,139,201,582,520
SF+SF_k=3.0,1000,3.0,4.2,2,354,367,137,201,584,520
SF+SF_k=3.0,1000,3.0,4.2,3,354,367,140,201,581,520
SF+SF_k=3.0,1000,3.0,4.2,4,354,367,138,201,583,520
SF+SF_k=3.0,1000,3.0,4.2,5,354,367,132,201,589,520
SF+SF_k=3.0,1000,3.0,4.2,6,354,367,138,201,583,520
SF+SF_k=3.0,1000,3.0,4.2,7,354,367,142,201,579,520
SF+SF_k=3.0,1000,3.0,4.2,8,354,367,139,201,582,520
SF+SF_k=3.0,1000,3.0,4.2,9,354,367,136,201,585,520
SF+SF_k=3.0,1000,3.0,4.3,0,354,356,127,197,583,513
SF+SF_k=3.0,1000,3.0,4.3,1,354,356,126,197,584,513
SF+SF_k=3.0,1000,3.0,4.3,2,354,356,135,197,575,513
SF+SF_k=3.0,1000,3.0,4.3,3,354,356,131,197,579,513
SF+SF_k=3.0,1000,3.0,4.3,4,354,356,132,197,578,513
SF+SF_k=3.0,1000,3.0,4.3,5,354,356,133,197,577,513
SF+SF_k=3.0,1000,3.0,4.3,6,354,356,132,197,578,513
SF+SF_k=3.0,1000,3.0,4.3,7,354,356,128,197,582,513
SF+SF_k=3.0,1000,3.0,4.3,8,354,356,129,197,581,513
SF+SF_k=3.0,1000,3.0,4.3,9,354,356,131,197,579,513
SF+SF_k=3.0,1000,3.0,4.4,0,346,356,118,182,584,520
SF+SF_k=3.0,1000,3.0,4.4,1,346,356,122,182,580,520
SF+SF_k=3.0,1000,3.0,4.4,2,346,356,117,182,585,520
SF+SF_k=3.0,1000,3.0,4.4,3,346,356,116,182,586,520
SF+SF_k=3.0,1000,3.0,4.4,4,346,356,113,182,589,520
SF+SF_k=3.0,1000,3.0,4.4,5,346,356,126,182,576,520
SF+SF_k=3.0,1000,3.0,4.4,6,346,356,119,182,583,520
SF+SF_k=3.0,1000,3.0,4.4,7,346,356,123,182,579,520
SF+SF_k=3.0,1000,3.0,4.4,8,346,356,113,182,589,520
SF+SF_k=3.0,1000,3.0,4.4,9,346,356,111,182,591,520
SF+SF_k=3.0,1000,3.0,4.5,0,353,343,126,181,570,515
SF+SF_k=3.0,1000,3.0,4.5,1,353,343,138,181,558,515
SF+SF_k=3.0,1000,3.0,4.5,2,353,343,130,181,566,515
SF+SF_k=3.0,1000,3.0,4.5,3,353,343,120,181,576,515
SF+SF_k=3.0,1000,3.0,4.5,4,353,343,124,181,572,515
SF+SF_k=3.0,1000,3.0,4.5,5,353,343,131,181,565,515
SF+SF_k=3.0,1000,3.0,4.5,6,353,343,122,181,574,515
SF+SF_k=3.0,1000,3.0,4.5,7,353,343,130,181,566,515
SF+SF_k=3.0,1000,3.0,4.5,8,353,343,130,181,566,515
SF+SF_k=3.0,1000,3.0,4.5,9,353,343,125,181,571,515
SF+SF_k=3.0,1000,3.0,4.6,0,350,336,125,186,561,500
SF+SF_k=3.0,1000,3.0,4.6,1,350,336,129,186,557,500
SF+SF_k=3.0,1000,3.0,4.6,2,350,336,130,186,556,500
SF+SF_k=3.0,1000,3.0,4.6,3,350,336,128,186,558,500
SF+SF_k=3.0,1000,3.0,4.6,4,350,336,131,186,555,500
SF+SF_k=3.0,1000,3.0,4.6,5,350,336,122,186,564,500
SF+SF_k=3.0,1000,3.0,4.6,6,350,336,126,186,560,500
SF+SF_k=3.0,1000,3.0,4.6,7,350,336,133,186,553,500
SF+SF_k=3.0,1000,3.0,4.6,8,350,336,133,186,553,500
SF+SF_k=3.0,1000,3.0,4.6,9,350,336,131,186,555,500
SF+SF_k=3.0,1000,3.0,4.7,0,357,335,136,195,556,497
SF+SF_k=3.0,1000,3.0,4.7,1,357,335,131,195,561,497
SF+SF_k=3.0,1000,3.0,4.7,2,357,335,133,195,559,497
SF+SF_k=3.0,1000,3.0,4.7,3,357,335,136,195,556,497
SF+SF_k=3.0,1000,3.0,4.7,4,357,335,136,195,556,497
SF+SF_k=3.0,1000,3.0,4.7,5,357,335,134,195,558,497
SF+SF_k=3.0,1000,3.0,4.7,6,357,335,138,195,554,497
SF+SF_k=3.0,1000,3.0,4.7,7,357,335,122,195,570,497
SF+SF_k=3.0,1000,3.0,4.7,8,357,335,133,195,559,497
SF+SF_k=3.0,1000,3.0,4.7,9,357,335,121,195,571,497
SF+SF_k=3.0,1000,3.0,4.8,0,332,355,124,187,563,500
SF+SF_k=3.0,1000,3.0,4.8,1,332,355,133,187,554,500
SF+SF_k=3.0,1000,3.0,4.8,2,332,355,121,187,566,500
SF+SF_k=3.0,1000,3.0,4.8,3,332,355,123,187,564,500
SF+SF_k=3.0,1000,3.0,4.8,4,332,355,134,187,553,500
SF+SF_k=3.0,1000,3.0,4.8,5,332,355,122,187,565,500
SF+SF_k=3.0,1000,3.0,4.8,6,332,355,129,187,558,500
SF+SF_k=3.0,1000,3.0,4.8,7,332,355,128,187,559,500
SF+SF_k=3.0,1000,3.0,4.8,8,332,355,128,187,559,500
SF+SF_k=3.0,1000,3.0,4.8,9,332,355,121,187,566,500
SF+SF_k=3.0,1000,3.0,4.9,0,342,345,117,179,570,508
SF+SF_k=3.0,1000,3.0,4.9,1,342,345,117,179,570,508
SF+SF_k=3.0,1000,3.0,4.9,2,342,345,114,179,573,508
SF+SF_k=3.0,1000,3.0,4.9,3,342,345,119,179,568,508
SF+SF_k=3.0,1000,3.0,4.9,4,342,345,124,179,563,508
SF+SF_k=3.0,1000,3.0,4.9,5,342,345,122,179,565,508
SF+SF_k=3.0,1000,3.0,4.9,6,342,345,129,179,558,508
SF+SF_k=3.0,1000,3.0,4.9,7,342,345,111,179,576,508
SF+SF_k=3.0,1000,3.0,4.9,8,342,345,121,179,566,508
SF+SF_k=3.0,1000,3.0,4.9,9,342,345,127,179,560,508
SF+SF_k=3.0,1000,3.0,5.0,0,339,343,125,186,557,496
SF+SF_k=3.0,1000,3.0,5.0,1,339,343,125,186,557,496
SF+SF_k=3.0,1000,3.0,5.0,2,339,343,123,186,559,496
SF+SF_k=3.0,1000,3.0,5.0,3,339,343,120,186,562,496
SF+SF_k=3.0,1000,3.0,5.0,4,339,343,117,186,565,496
SF+SF_k=3.0,1000,3.0,5.0,5,339,343,113,186,569,496
SF+SF_k=3.0,1000,3.0,5.0,6,339,343,118,186,564,496
SF+SF_k=3.0,1000,3.0,5.0,7,339,343,126,186,556,496
SF+SF_k=3.0,1000,3.0,5.0,8,339,343,120,186,562,496
SF+SF_k=3.0,1000,3.0,5.0,9,339,343,119,186,563,496
